PurchaseOrderID,RevisionNumber,Status,EmployeeID,VendorID,ShipMethodID,OrderDate,ShipDate,SubTotal,TaxAmt,Freight,TotalDue,ModifiedDate
432,4,4,261,1678,4,Aug  4 2013 12:00AM,Aug 13 2013 12:00AM,25334.93,2026.79,633.37,27995.09,Aug 13 2013 12:00AM
433,5,4,251,1616,5,Aug  5 2013 12:00AM,Aug 14 2013 12:00AM,395.96,31.68,9.90,437.53,Aug 14 2013 12:00AM
434,4,4,253,1492,5,Aug  5 2013 12:00AM,Aug 14 2013 12:00AM,285.36,22.83,7.13,315.32,Aug 14 2013 12:00AM
435,4,4,255,1602,5,Aug  5 2013 12:00AM,Aug 14 2013 12:00AM,1796.04,143.68,44.90,1984.62,Aug 14 2013 12:00AM
436,4,4,256,1540,4,Aug  5 2013 12:00AM,Aug 14 2013 12:00AM,501.20,40.10,12.53,553.82,Aug 14 2013 12:00AM
437,4,4,259,1628,5,Aug  5 2013 12:00AM,Aug 14 2013 12:00AM,34644.23,2771.54,866.11,38281.87,Aug 14 2013 12:00AM
438,4,4,250,1604,4,Aug  5 2013 12:00AM,Aug 14 2013 12:00AM,1839.51,147.16,45.99,2032.65,Aug 14 2013 12:00AM
439,4,4,258,1690,5,Aug  5 2013 12:00AM,Aug 14 2013 12:00AM,146.29,11.70,3.66,161.65,Aug 14 2013 12:00AM
440,4,4,254,1566,5,Aug  5 2013 12:00AM,Aug 14 2013 12:00AM,102.56,8.21,2.56,113.33,Aug 14 2013 12:00AM
441,4,4,257,1698,5,Aug  5 2013 12:00AM,Aug 14 2013 12:00AM,150.79,12.06,3.77,166.62,Aug 14 2013 12:00AM
442,4,4,261,1560,5,Aug  5 2013 12:00AM,Aug 14 2013 12:00AM,13669.43,1093.55,341.74,15104.71,Aug 14 2013 12:00AM
443,4,4,251,1692,5,Aug  5 2013 12:00AM,Aug 14 2013 12:00AM,9637.11,770.97,240.93,10649.01,Aug 14 2013 12:00AM
444,4,4,253,1696,4,Aug  5 2013 12:00AM,Aug 14 2013 12:00AM,34118.70,2729.50,852.97,37701.16,Aug 14 2013 12:00AM
445,4,4,255,1504,1,Aug  5 2013 12:00AM,Aug 14 2013 12:00AM,551.88,44.15,13.80,609.83,Aug 14 2013 12:00AM
446,4,4,256,1544,1,Aug  5 2013 12:00AM,Aug 14 2013 12:00AM,6987.75,559.02,174.69,7721.46,Aug 14 2013 12:00AM
447,4,4,259,1530,2,Aug  5 2013 12:00AM,Aug 14 2013 12:00AM,28072.28,2245.78,701.81,31019.86,Aug 14 2013 12:00AM
448,4,4,260,1508,1,Aug  5 2013 12:00AM,Aug 14 2013 12:00AM,37312.28,2984.98,932.81,41230.06,Aug 14 2013 12:00AM
449,4,4,250,1694,1,Aug  6 2013 12:00AM,Aug 15 2013 12:00AM,7623.00,609.84,190.58,8423.42,Aug 15 2013 12:00AM
450,4,4,254,1624,2,Aug  6 2013 12:00AM,Aug 15 2013 12:00AM,28297.50,2263.80,707.44,31268.74,Aug 15 2013 12:00AM
451,4,4,257,1548,2,Aug  6 2013 12:00AM,Aug 15 2013 12:00AM,59.94,4.80,1.50,66.24,Aug 15 2013 12:00AM
452,4,4,261,1598,4,Aug  6 2013 12:00AM,Aug 15 2013 12:00AM,234.64,18.77,5.87,259.28,Aug 15 2013 12:00AM
453,4,4,251,1658,5,Aug  6 2013 12:00AM,Aug 15 2013 12:00AM,43878.45,3510.28,1096.96,48485.69,Aug 15 2013 12:00AM
454,4,4,253,1536,4,Aug  6 2013 12:00AM,Aug 15 2013 12:00AM,247.24,19.78,6.18,273.20,Aug 15 2013 12:00AM
455,4,4,255,1568,2,Aug  6 2013 12:00AM,Aug 15 2013 12:00AM,49376.25,3950.10,1234.41,54560.76,Aug 15 2013 12:00AM
456,8,4,256,1648,5,Aug  6 2013 12:00AM,Aug 15 2013 12:00AM,142.41,11.39,3.56,157.36,Aug 15 2013 12:00AM
457,4,4,259,1646,2,Aug  6 2013 12:00AM,Aug 15 2013 12:00AM,48030.68,3842.45,1200.77,53073.90,Aug 15 2013 12:00AM
458,4,4,260,1672,4,Aug  6 2013 12:00AM,Aug 15 2013 12:00AM,51113.75,4089.10,1277.84,56480.69,Aug 15 2013 12:00AM
459,4,4,258,1600,1,Aug  6 2013 12:00AM,Aug 15 2013 12:00AM,1276.28,102.10,31.91,1410.28,Aug 15 2013 12:00AM
460,4,4,254,1522,1,Aug  6 2013 12:00AM,Aug 15 2013 12:00AM,2003.93,160.31,50.10,2214.34,Aug 15 2013 12:00AM
461,4,4,257,1570,4,Aug  6 2013 12:00AM,Aug 15 2013 12:00AM,22516.73,1801.34,562.92,24880.98,Aug 15 2013 12:00AM
462,4,4,261,1516,1,Aug  6 2013 12:00AM,Aug 15 2013 12:00AM,454.86,36.39,11.37,502.62,Aug 15 2013 12:00AM
463,4,4,251,1506,5,Aug  6 2013 12:00AM,Aug 15 2013 12:00AM,43878.45,3510.28,1096.96,48485.69,Aug 15 2013 12:00AM
464,4,4,253,1626,2,Aug  6 2013 12:00AM,Aug 15 2013 12:00AM,7132.13,570.57,178.30,7881.00,Aug 15 2013 12:00AM
465,4,4,255,1542,2,Aug  7 2013 12:00AM,Aug 16 2013 12:00AM,28343.70,2267.50,708.59,31319.79,Aug 16 2013 12:00AM
466,4,4,256,1610,4,Aug  7 2013 12:00AM,Aug 16 2013 12:00AM,22516.73,1801.34,562.92,24880.98,Aug 16 2013 12:00AM
467,4,4,252,1638,5,Aug  7 2013 12:00AM,Aug 16 2013 12:00AM,34644.23,2771.54,866.11,38281.87,Aug 16 2013 12:00AM
468,4,4,260,1582,5,Aug  7 2013 12:00AM,Aug 16 2013 12:00AM,694.17,55.53,17.35,767.05,Aug 16 2013 12:00AM
469,4,4,258,1510,5,Aug  7 2013 12:00AM,Aug 16 2013 12:00AM,143.04,11.44,3.58,158.06,Aug 16 2013 12:00AM
470,4,4,254,1526,2,Aug  7 2013 12:00AM,Aug 16 2013 12:00AM,28199.33,2255.95,704.98,31160.25,Aug 16 2013 12:00AM
471,4,4,257,1644,1,Aug  7 2013 12:00AM,Aug 16 2013 12:00AM,3713.33,297.07,92.83,4103.22,Aug 16 2013 12:00AM
472,4,4,261,1680,5,Aug  7 2013 12:00AM,Aug 16 2013 12:00AM,43878.45,3510.28,1096.96,48485.69,Aug 16 2013 12:00AM
473,4,4,250,1584,5,Aug  7 2013 12:00AM,Aug 16 2013 12:00AM,9799.65,783.97,244.99,10828.61,Aug 16 2013 12:00AM
474,4,4,253,1620,5,Aug  7 2013 12:00AM,Aug 16 2013 12:00AM,5711.48,456.92,142.79,6311.18,Aug 16 2013 12:00AM
475,4,4,255,1666,4,Aug  7 2013 12:00AM,Aug 16 2013 12:00AM,1503.18,120.25,37.58,1661.01,Aug 16 2013 12:00AM
476,4,4,256,1592,2,Aug  7 2013 12:00AM,Aug 16 2013 12:00AM,97.97,7.84,2.45,108.25,Aug 16 2013 12:00AM
477,4,4,259,1618,4,Aug  7 2013 12:00AM,Aug 16 2013 12:00AM,114.47,9.16,2.86,126.49,Aug 16 2013 12:00AM
478,4,4,260,1612,4,Aug  7 2013 12:00AM,Aug 16 2013 12:00AM,132.65,10.61,3.32,146.57,Aug 16 2013 12:00AM
479,4,4,258,1586,5,Aug  7 2013 12:00AM,Aug 16 2013 12:00AM,43878.45,3510.28,1096.96,48485.69,Aug 16 2013 12:00AM
480,4,4,254,1500,1,Aug  7 2013 12:00AM,Aug 16 2013 12:00AM,418.95,33.52,10.47,462.94,Aug 16 2013 12:00AM
481,4,4,252,1656,5,Aug  8 2013 12:00AM,Aug 17 2013 12:00AM,566.09,45.29,14.15,625.53,Aug 17 2013 12:00AM
482,4,4,261,1572,1,Aug  8 2013 12:00AM,Aug 17 2013 12:00AM,461.79,36.94,11.54,510.28,Aug 17 2013 12:00AM
483,4,4,251,1562,4,Aug  8 2013 12:00AM,Aug 17 2013 12:00AM,377.06,30.16,9.43,416.65,Aug 17 2013 12:00AM
484,4,4,253,1662,2,Aug  8 2013 12:00AM,Aug 17 2013 12:00AM,37.08,2.97,0.93,40.97,Aug 17 2013 12:00AM
485,4,4,255,1682,4,Aug  8 2013 12:00AM,Aug 17 2013 12:00AM,21558.08,1724.65,538.95,23821.67,Aug 17 2013 12:00AM
486,4,4,256,1686,4,Aug  8 2013 12:00AM,Aug 17 2013 12:00AM,507.09,40.57,12.68,560.33,Aug 17 2013 12:00AM
487,4,4,259,1684,5,Aug  8 2013 12:00AM,Aug 17 2013 12:00AM,86220.75,6897.66,2155.52,95273.93,Aug 17 2013 12:00AM
488,4,4,260,1534,5,Aug  8 2013 12:00AM,Aug 17 2013 12:00AM,696.53,55.72,17.41,769.66,Aug 17 2013 12:00AM
489,4,4,258,1614,4,Aug  8 2013 12:00AM,Aug 17 2013 12:00AM,663.45,53.08,16.59,733.12,Aug 17 2013 12:00AM
490,4,4,254,1588,5,Aug  8 2013 12:00AM,Aug 17 2013 12:00AM,40471.20,3237.70,1011.78,44720.68,Aug 17 2013 12:00AM
491,4,4,257,1622,4,Aug  8 2013 12:00AM,Aug 17 2013 12:00AM,259.84,20.79,6.50,287.13,Aug 17 2013 12:00AM
492,4,4,261,1632,5,Aug  8 2013 12:00AM,Aug 17 2013 12:00AM,38421.08,3073.69,960.53,42455.29,Aug 17 2013 12:00AM
493,4,4,251,1608,5,Aug  8 2013 12:00AM,Aug 17 2013 12:00AM,5948.25,475.86,148.71,6572.82,Aug 17 2013 12:00AM
494,4,4,253,1576,5,Aug  8 2013 12:00AM,Aug 17 2013 12:00AM,91117.95,7289.44,2277.95,100685.33,Aug 17 2013 12:00AM
495,4,4,255,1590,1,Aug  8 2013 12:00AM,Aug 17 2013 12:00AM,525.00,42.00,13.13,580.13,Aug 17 2013 12:00AM
496,4,4,256,1514,5,Aug  8 2013 12:00AM,Aug 17 2013 12:00AM,2003.68,160.29,50.09,2214.07,Aug 17 2013 12:00AM
497,4,4,259,1498,4,Aug 10 2013 12:00AM,Aug 19 2013 12:00AM,26455.28,2116.42,661.38,29233.08,Aug 19 2013 12:00AM
498,4,4,260,1674,2,Aug 10 2013 12:00AM,Aug 19 2013 12:00AM,944.37,75.55,23.61,1043.53,Aug 19 2013 12:00AM
499,4,4,258,1652,4,Aug 10 2013 12:00AM,Aug 19 2013 12:00AM,51588.08,4127.05,1289.70,57004.82,Aug 19 2013 12:00AM
500,4,4,254,1578,3,Aug 10 2013 12:00AM,Aug 19 2013 12:00AM,62843.55,5027.48,1571.09,69442.12,Aug 19 2013 12:00AM
501,4,4,257,1538,5,Aug 10 2013 12:00AM,Aug 19 2013 12:00AM,37843.58,3027.49,946.09,41817.15,Aug 19 2013 12:00AM
502,4,4,261,1556,4,Aug 10 2013 12:00AM,Aug 19 2013 12:00AM,25531.28,2042.50,638.28,28212.06,Aug 19 2013 12:00AM
503,4,4,251,1554,4,Aug 10 2013 12:00AM,Aug 19 2013 12:00AM,402.73,32.22,10.07,445.01,Aug 19 2013 12:00AM
504,4,4,253,1688,4,Aug 10 2013 12:00AM,Aug 19 2013 12:00AM,125.75,10.06,3.14,138.95,Aug 19 2013 12:00AM
505,4,4,252,1580,5,Aug 11 2013 12:00AM,Aug 20 2013 12:00AM,150.79,12.06,3.77,166.62,Aug 20 2013 12:00AM
506,4,4,256,1496,4,Aug 11 2013 12:00AM,Aug 20 2013 12:00AM,465.29,37.22,11.63,514.14,Aug 20 2013 12:00AM
507,4,4,259,1494,2,Aug 11 2013 12:00AM,Aug 20 2013 12:00AM,8847.30,707.78,221.18,9776.27,Aug 20 2013 12:00AM
508,4,4,260,1650,5,Aug 11 2013 12:00AM,Aug 20 2013 12:00AM,171.08,13.69,4.28,189.04,Aug 20 2013 12:00AM
509,4,4,258,1654,4,Aug 11 2013 12:00AM,Aug 20 2013 12:00AM,20397.30,1631.78,509.93,22539.02,Aug 20 2013 12:00AM
510,4,4,254,1664,3,Aug 11 2013 12:00AM,Aug 20 2013 12:00AM,14628.08,1170.25,365.70,16164.02,Aug 20 2013 12:00AM
511,4,4,257,1678,3,Aug 11 2013 12:00AM,Aug 20 2013 12:00AM,58685.55,4694.84,1467.14,64847.53,Aug 20 2013 12:00AM
512,4,4,261,1616,4,Aug 11 2013 12:00AM,Aug 20 2013 12:00AM,259.84,20.79,6.50,287.13,Aug 20 2013 12:00AM
513,4,4,251,1492,4,Aug 11 2013 12:00AM,Aug 20 2013 12:00AM,402.73,32.22,10.07,445.01,Aug 20 2013 12:00AM
514,4,4,253,1602,5,Aug 11 2013 12:00AM,Aug 20 2013 12:00AM,270.81,21.66,6.77,299.24,Aug 20 2013 12:00AM
515,4,4,255,1540,4,Aug 11 2013 12:00AM,Aug 20 2013 12:00AM,2551.31,204.10,63.78,2819.20,Aug 20 2013 12:00AM
516,4,4,252,1628,5,Aug 11 2013 12:00AM,Aug 20 2013 12:00AM,34644.23,2771.54,866.11,38281.87,Aug 20 2013 12:00AM
517,4,4,259,1604,4,Aug 11 2013 12:00AM,Aug 20 2013 12:00AM,1839.51,147.16,45.99,2032.65,Aug 20 2013 12:00AM
518,4,4,260,1690,5,Aug 11 2013 12:00AM,Aug 20 2013 12:00AM,146.29,11.70,3.66,161.65,Aug 20 2013 12:00AM
519,4,4,258,1566,5,Aug 11 2013 12:00AM,Aug 20 2013 12:00AM,102.56,8.21,2.56,113.33,Aug 20 2013 12:00AM
520,4,4,250,1698,5,Aug 11 2013 12:00AM,Aug 20 2013 12:00AM,150.79,12.06,3.77,166.62,Aug 20 2013 12:00AM
521,4,4,257,1560,5,Aug 12 2013 12:00AM,Aug 21 2013 12:00AM,13669.43,1093.55,341.74,15104.71,Aug 21 2013 12:00AM
522,4,4,261,1692,5,Aug 12 2013 12:00AM,Aug 21 2013 12:00AM,6756.12,540.49,168.90,7465.51,Aug 21 2013 12:00AM
523,4,4,251,1696,5,Aug 12 2013 12:00AM,Aug 21 2013 12:00AM,50860.43,4068.83,1271.51,56200.77,Aug 21 2013 12:00AM
524,4,4,253,1504,1,Aug 12 2013 12:00AM,Aug 21 2013 12:00AM,551.88,44.15,13.80,609.83,Aug 21 2013 12:00AM
525,4,4,255,1544,1,Aug 12 2013 12:00AM,Aug 21 2013 12:00AM,6987.75,559.02,174.69,7721.46,Aug 21 2013 12:00AM
526,4,4,256,1530,2,Aug 12 2013 12:00AM,Aug 21 2013 12:00AM,28072.28,2245.78,701.81,31019.86,Aug 21 2013 12:00AM
527,4,4,259,1508,1,Aug 12 2013 12:00AM,Aug 21 2013 12:00AM,37312.28,2984.98,932.81,41230.06,Aug 21 2013 12:00AM
528,4,4,260,1694,1,Aug 12 2013 12:00AM,Aug 21 2013 12:00AM,7623.00,609.84,190.58,8423.42,Aug 21 2013 12:00AM
529,4,4,258,1624,2,Aug 12 2013 12:00AM,Aug 21 2013 12:00AM,28297.50,2263.80,707.44,31268.74,Aug 21 2013 12:00AM
530,4,4,254,1548,2,Aug 12 2013 12:00AM,Aug 21 2013 12:00AM,59.94,4.80,1.50,66.24,Aug 21 2013 12:00AM
531,5,4,257,1598,5,Aug 12 2013 12:00AM,Aug 21 2013 12:00AM,222.04,17.76,5.55,245.36,Aug 21 2013 12:00AM
532,4,4,261,1658,5,Aug 12 2013 12:00AM,Aug 21 2013 12:00AM,43878.45,3510.28,1096.96,48485.69,Aug 21 2013 12:00AM
533,4,4,251,1536,4,Aug 12 2013 12:00AM,Aug 21 2013 12:00AM,345.56,27.64,8.64,381.84,Aug 21 2013 12:00AM
534,4,4,253,1568,2,Aug 12 2013 12:00AM,Aug 21 2013 12:00AM,15153.60,1212.29,378.84,16744.73,Aug 21 2013 12:00AM
535,4,4,255,1648,5,Aug 12 2013 12:00AM,Aug 21 2013 12:00AM,142.41,11.39,3.56,157.36,Aug 21 2013 12:00AM
536,4,4,256,1646,2,Aug 12 2013 12:00AM,Aug 21 2013 12:00AM,48030.68,3842.45,1200.77,53073.90,Aug 21 2013 12:00AM
537,4,4,255,1530,2,Aug 13 2013 12:00AM,Aug 22 2013 12:00AM,28072.28,2245.78,701.81,31019.86,Aug 22 2013 12:00AM
538,4,4,256,1508,1,Aug 13 2013 12:00AM,Aug 22 2013 12:00AM,37312.28,2984.98,932.81,41230.06,Aug 22 2013 12:00AM
539,4,4,259,1694,1,Aug 13 2013 12:00AM,Aug 22 2013 12:00AM,7623.00,609.84,190.58,8423.42,Aug 22 2013 12:00AM
540,4,4,260,1624,2,Aug 13 2013 12:00AM,Aug 22 2013 12:00AM,28297.50,2263.80,707.44,31268.74,Aug 22 2013 12:00AM
541,4,4,259,1672,4,Aug 13 2013 12:00AM,Aug 22 2013 12:00AM,550.97,44.08,13.77,608.82,Aug 22 2013 12:00AM
542,4,4,250,1600,1,Aug 13 2013 12:00AM,Aug 22 2013 12:00AM,1276.28,102.10,31.91,1410.28,Aug 22 2013 12:00AM
543,4,4,258,1522,1,Aug 13 2013 12:00AM,Aug 22 2013 12:00AM,2003.93,160.31,50.10,2214.34,Aug 22 2013 12:00AM
544,4,4,254,1570,2,Aug 13 2013 12:00AM,Aug 22 2013 12:00AM,28343.70,2267.50,708.59,31319.79,Aug 22 2013 12:00AM
545,4,4,257,1516,1,Aug 13 2013 12:00AM,Aug 22 2013 12:00AM,454.86,36.39,11.37,502.62,Aug 22 2013 12:00AM
546,4,4,261,1506,5,Aug 13 2013 12:00AM,Aug 22 2013 12:00AM,43878.45,3510.28,1096.96,48485.69,Aug 22 2013 12:00AM
547,4,4,251,1626,2,Aug 13 2013 12:00AM,Aug 22 2013 12:00AM,7132.13,570.57,178.30,7881.00,Aug 22 2013 12:00AM
548,4,4,253,1542,2,Aug 13 2013 12:00AM,Aug 22 2013 12:00AM,28343.70,2267.50,708.59,31319.79,Aug 22 2013 12:00AM
549,4,4,255,1610,4,Aug 13 2013 12:00AM,Aug 22 2013 12:00AM,22516.73,1801.34,562.92,24880.98,Aug 22 2013 12:00AM
550,4,4,256,1638,5,Aug 13 2013 12:00AM,Aug 22 2013 12:00AM,34644.23,2771.54,866.11,38281.87,Aug 22 2013 12:00AM
551,4,4,259,1582,5,Aug 13 2013 12:00AM,Aug 22 2013 12:00AM,532.92,42.63,13.32,588.87,Aug 22 2013 12:00AM
552,4,4,260,1510,5,Aug 13 2013 12:00AM,Aug 22 2013 12:00AM,143.04,11.44,3.58,158.06,Aug 22 2013 12:00AM
553,4,4,250,1526,2,Aug 13 2013 12:00AM,Aug 22 2013 12:00AM,28199.33,2255.95,704.98,31160.25,Aug 22 2013 12:00AM
554,4,4,254,1644,1,Aug 13 2013 12:00AM,Aug 22 2013 12:00AM,3713.33,297.07,92.83,4103.22,Aug 22 2013 12:00AM
555,4,4,257,1680,4,Aug 13 2013 12:00AM,Aug 22 2013 12:00AM,19952.63,1596.21,498.82,22047.65,Aug 22 2013 12:00AM
556,4,4,261,1584,5,Aug 13 2013 12:00AM,Aug 22 2013 12:00AM,13361.04,1068.88,334.03,14763.95,Aug 22 2013 12:00AM
557,4,4,251,1620,5,Aug 14 2013 12:00AM,Aug 23 2013 12:00AM,5711.48,456.92,142.79,6311.18,Aug 23 2013 12:00AM
558,4,4,253,1666,5,Aug 14 2013 12:00AM,Aug 23 2013 12:00AM,696.53,55.72,17.41,769.66,Aug 23 2013 12:00AM
559,4,4,255,1592,2,Aug 14 2013 12:00AM,Aug 23 2013 12:00AM,97.97,7.84,2.45,108.25,Aug 23 2013 12:00AM
560,4,4,256,1618,4,Aug 14 2013 12:00AM,Aug 23 2013 12:00AM,114.47,9.16,2.86,126.49,Aug 23 2013 12:00AM
561,4,4,259,1612,4,Aug 14 2013 12:00AM,Aug 23 2013 12:00AM,132.65,10.61,3.32,146.57,Aug 23 2013 12:00AM
562,4,4,260,1586,5,Aug 14 2013 12:00AM,Aug 23 2013 12:00AM,43878.45,3510.28,1096.96,48485.69,Aug 23 2013 12:00AM
563,4,4,258,1500,1,Aug 14 2013 12:00AM,Aug 23 2013 12:00AM,418.95,33.52,10.47,462.94,Aug 23 2013 12:00AM
564,4,4,254,1656,4,Aug 14 2013 12:00AM,Aug 23 2013 12:00AM,273.70,21.90,6.84,302.44,Aug 23 2013 12:00AM
565,4,4,257,1572,1,Aug 14 2013 12:00AM,Aug 23 2013 12:00AM,461.79,36.94,11.54,510.28,Aug 23 2013 12:00AM
566,4,4,261,1562,4,Aug 14 2013 12:00AM,Aug 23 2013 12:00AM,481.89,38.55,12.05,532.49,Aug 23 2013 12:00AM
567,4,4,251,1662,2,Aug 14 2013 12:00AM,Aug 23 2013 12:00AM,37.08,2.97,0.93,40.97,Aug 23 2013 12:00AM
568,4,4,253,1682,4,Aug 14 2013 12:00AM,Aug 23 2013 12:00AM,21558.08,1724.65,538.95,23821.67,Aug 23 2013 12:00AM
569,4,4,255,1686,4,Aug 14 2013 12:00AM,Aug 23 2013 12:00AM,567.38,45.39,14.18,626.95,Aug 23 2013 12:00AM
570,4,4,256,1684,5,Aug 14 2013 12:00AM,Aug 23 2013 12:00AM,65240.18,5219.21,1631.00,72090.39,Aug 23 2013 12:00AM
571,4,4,252,1534,5,Aug 14 2013 12:00AM,Aug 23 2013 12:00AM,534.81,42.78,13.37,590.96,Aug 23 2013 12:00AM
572,4,4,260,1614,4,Aug 14 2013 12:00AM,Aug 23 2013 12:00AM,136.65,10.93,3.42,151.00,Aug 23 2013 12:00AM
573,4,4,258,1588,5,Aug 15 2013 12:00AM,Aug 24 2013 12:00AM,40471.20,3237.70,1011.78,44720.68,Aug 24 2013 12:00AM
574,4,4,254,1622,5,Aug 15 2013 12:00AM,Aug 24 2013 12:00AM,278.52,22.28,6.96,307.77,Aug 24 2013 12:00AM
575,4,4,257,1632,4,Aug 15 2013 12:00AM,Aug 24 2013 12:00AM,23671.73,1893.74,591.79,26157.26,Aug 24 2013 12:00AM
576,4,4,261,1608,5,Aug 15 2013 12:00AM,Aug 24 2013 12:00AM,5948.25,475.86,148.71,6572.82,Aug 24 2013 12:00AM
577,4,4,250,1576,5,Aug 15 2013 12:00AM,Aug 24 2013 12:00AM,91117.95,7289.44,2277.95,100685.33,Aug 24 2013 12:00AM
578,4,4,253,1590,1,Aug 15 2013 12:00AM,Aug 24 2013 12:00AM,525.00,42.00,13.13,580.13,Aug 24 2013 12:00AM
579,4,4,255,1514,5,Aug 15 2013 12:00AM,Aug 24 2013 12:00AM,2003.68,160.29,50.09,2214.07,Aug 24 2013 12:00AM
580,4,4,256,1498,4,Aug 15 2013 12:00AM,Aug 24 2013 12:00AM,26455.28,2116.42,661.38,29233.08,Aug 24 2013 12:00AM
581,4,4,259,1674,2,Aug 15 2013 12:00AM,Aug 24 2013 12:00AM,944.37,75.55,23.61,1043.53,Aug 24 2013 12:00AM
582,4,4,260,1652,4,Aug 15 2013 12:00AM,Aug 24 2013 12:00AM,44594.55,3567.56,1114.86,49276.98,Aug 24 2013 12:00AM
583,4,4,258,1578,3,Aug 15 2013 12:00AM,Aug 24 2013 12:00AM,62843.55,5027.48,1571.09,69442.12,Aug 24 2013 12:00AM
584,4,4,254,1538,5,Aug 15 2013 12:00AM,Aug 24 2013 12:00AM,37843.58,3027.49,946.09,41817.15,Aug 24 2013 12:00AM
585,4,4,252,1556,4,Aug 15 2013 12:00AM,Aug 24 2013 12:00AM,25531.28,2042.50,638.28,28212.06,Aug 24 2013 12:00AM
586,4,4,261,1554,4,Aug 15 2013 12:00AM,Aug 24 2013 12:00AM,501.20,40.10,12.53,553.82,Aug 24 2013 12:00AM
587,4,4,251,1688,4,Aug 15 2013 12:00AM,Aug 24 2013 12:00AM,125.75,10.06,3.14,138.95,Aug 24 2013 12:00AM
588,4,4,253,1580,5,Aug 15 2013 12:00AM,Aug 24 2013 12:00AM,150.79,12.06,3.77,166.62,Aug 24 2013 12:00AM
589,4,4,255,1496,5,Aug 17 2013 12:00AM,Aug 26 2013 12:00AM,696.53,55.72,17.41,769.66,Aug 26 2013 12:00AM
590,4,4,256,1494,2,Aug 17 2013 12:00AM,Aug 26 2013 12:00AM,8847.30,707.78,221.18,9776.27,Aug 26 2013 12:00AM
591,4,4,259,1650,5,Aug 17 2013 12:00AM,Aug 26 2013 12:00AM,171.08,13.69,4.28,189.04,Aug 26 2013 12:00AM
592,4,4,260,1654,4,Aug 17 2013 12:00AM,Aug 26 2013 12:00AM,20397.30,1631.78,509.93,22539.02,Aug 26 2013 12:00AM
593,4,4,258,1664,3,Aug 18 2013 12:00AM,Aug 27 2013 12:00AM,14628.08,1170.25,365.70,16164.02,Aug 27 2013 12:00AM
594,4,4,254,1678,3,Aug 18 2013 12:00AM,Aug 27 2013 12:00AM,33350.63,2668.05,833.77,36852.44,Aug 27 2013 12:00AM
595,4,4,257,1616,4,Aug 18 2013 12:00AM,Aug 27 2013 12:00AM,1074.78,85.98,26.87,1187.63,Aug 27 2013 12:00AM
596,4,4,261,1492,4,Aug 18 2013 12:00AM,Aug 27 2013 12:00AM,501.20,40.10,12.53,553.82,Aug 27 2013 12:00AM
597,4,4,251,1602,5,Aug 18 2013 12:00AM,Aug 27 2013 12:00AM,1525.23,122.02,38.13,1685.38,Aug 27 2013 12:00AM
598,4,4,253,1540,4,Aug 18 2013 12:00AM,Aug 27 2013 12:00AM,631.39,50.51,15.78,697.68,Aug 27 2013 12:00AM
599,4,4,255,1628,5,Aug 18 2013 12:00AM,Aug 27 2013 12:00AM,34644.23,2771.54,866.11,38281.87,Aug 27 2013 12:00AM
600,4,4,256,1604,4,Aug 18 2013 12:00AM,Aug 27 2013 12:00AM,1839.51,147.16,45.99,2032.65,Aug 27 2013 12:00AM
601,4,4,259,1690,5,Aug 18 2013 12:00AM,Aug 27 2013 12:00AM,146.29,11.70,3.66,161.65,Aug 27 2013 12:00AM
602,4,4,260,1566,5,Aug 18 2013 12:00AM,Aug 27 2013 12:00AM,102.56,8.21,2.56,113.33,Aug 27 2013 12:00AM
603,4,4,258,1698,5,Aug 18 2013 12:00AM,Aug 27 2013 12:00AM,150.79,12.06,3.77,166.62,Aug 27 2013 12:00AM
604,4,4,254,1560,5,Aug 18 2013 12:00AM,Aug 27 2013 12:00AM,13669.43,1093.55,341.74,15104.71,Aug 27 2013 12:00AM
605,4,4,257,1692,5,Aug 18 2013 12:00AM,Aug 27 2013 12:00AM,16393.23,1311.46,409.83,18114.52,Aug 27 2013 12:00AM
606,4,4,261,1696,5,Aug 18 2013 12:00AM,Aug 27 2013 12:00AM,39258.45,3140.68,981.46,43380.59,Aug 27 2013 12:00AM
607,4,4,251,1504,1,Aug 18 2013 12:00AM,Aug 27 2013 12:00AM,551.88,44.15,13.80,609.83,Aug 27 2013 12:00AM
608,4,4,253,1544,1,Aug 18 2013 12:00AM,Aug 27 2013 12:00AM,6987.75,559.02,174.69,7721.46,Aug 27 2013 12:00AM
609,4,4,250,1548,2,Aug 19 2013 12:00AM,Aug 28 2013 12:00AM,59.94,4.80,1.50,66.24,Aug 28 2013 12:00AM
610,4,4,254,1598,4,Aug 19 2013 12:00AM,Aug 28 2013 12:00AM,370.76,29.66,9.27,409.68,Aug 28 2013 12:00AM
611,4,4,257,1658,5,Aug 19 2013 12:00AM,Aug 28 2013 12:00AM,43878.45,3510.28,1096.96,48485.69,Aug 28 2013 12:00AM
612,4,4,261,1536,4,Aug 19 2013 12:00AM,Aug 28 2013 12:00AM,272.13,21.77,6.80,300.70,Aug 28 2013 12:00AM
613,4,4,252,1530,2,Aug 19 2013 12:00AM,Aug 28 2013 12:00AM,28072.28,2245.78,701.81,31019.86,Aug 28 2013 12:00AM
614,5,4,256,1508,1,Aug 19 2013 12:00AM,Aug 28 2013 12:00AM,35394.98,2831.60,884.87,39111.45,Aug 28 2013 12:00AM
