CurrencyRateID,CurrencyRateDate,FromCurrencyCode,ToCurrencyCode,AverageRate,EndOfDayRate,ModifiedDate
2764,Jan  3 2012 12:00AM,USD,MXN,9.90,9.90,Jan  3 2012 12:00AM
2765,Jan  3 2012 12:00AM,USD,SAR,3.75,3.75,Jan  3 2012 12:00AM
2766,Jan  3 2012 12:00AM,USD,VEB,681.76,681.68,Jan  3 2012 12:00AM
2767,Jan  4 2012 12:00AM,USD,ARS,1.00,1.00,Jan  4 2012 12:00AM
2768,Jan  4 2012 12:00AM,USD,AUD,1.66,1.66,Jan  4 2012 12:00AM
2769,Jan  4 2012 12:00AM,USD,BRL,1.80,1.81,Jan  4 2012 12:00AM
2770,Jan  4 2012 12:00AM,USD,CAD,1.47,1.47,Jan  4 2012 12:00AM
2771,Jan  4 2012 12:00AM,USD,CNY,8.28,8.28,Jan  4 2012 12:00AM
2772,Jan  4 2012 12:00AM,USD,EUR,1.04,1.04,Jan  4 2012 12:00AM
2773,Jan  4 2012 12:00AM,USD,GBP,0.66,0.66,Jan  4 2012 12:00AM
2774,Jan  4 2012 12:00AM,USD,JPY,105.79,105.82,Jan  4 2012 12:00AM
2775,Jan  4 2012 12:00AM,USD,MXN,9.87,9.87,Jan  4 2012 12:00AM
2776,Jan  4 2012 12:00AM,USD,SAR,3.75,3.76,Jan  4 2012 12:00AM
2777,Jan  4 2012 12:00AM,USD,VEB,681.75,681.78,Jan  4 2012 12:00AM
2778,Jan  5 2012 12:00AM,USD,ARS,1.00,1.00,Jan  5 2012 12:00AM
2779,Jan  5 2012 12:00AM,USD,AUD,1.66,1.66,Jan  5 2012 12:00AM
2780,Jan  5 2012 12:00AM,USD,BRL,1.80,1.80,Jan  5 2012 12:00AM
2781,Jan  5 2012 12:00AM,USD,CAD,1.47,1.47,Jan  5 2012 12:00AM
2782,Jan  5 2012 12:00AM,USD,CNY,8.28,8.28,Jan  5 2012 12:00AM
2783,Jan  5 2012 12:00AM,USD,EUR,1.05,1.04,Jan  5 2012 12:00AM
2784,Jan  5 2012 12:00AM,USD,GBP,0.66,0.66,Jan  5 2012 12:00AM
2785,Jan  5 2012 12:00AM,USD,JPY,105.54,105.45,Jan  5 2012 12:00AM
2786,Jan  5 2012 12:00AM,USD,MXN,9.87,9.86,Jan  5 2012 12:00AM
2787,Jan  5 2012 12:00AM,USD,SAR,3.75,3.74,Jan  5 2012 12:00AM
2788,Jan  5 2012 12:00AM,USD,VEB,681.75,681.73,Jan  5 2012 12:00AM
2789,Jan  6 2012 12:00AM,USD,ARS,1.00,1.00,Jan  6 2012 12:00AM
2790,Jan  6 2012 12:00AM,USD,AUD,1.66,1.66,Jan  6 2012 12:00AM
2791,Jan  6 2012 12:00AM,USD,BRL,1.81,1.81,Jan  6 2012 12:00AM
2792,Jan  6 2012 12:00AM,USD,CAD,1.47,1.48,Jan  6 2012 12:00AM
2793,Jan  6 2012 12:00AM,USD,CNY,8.28,8.28,Jan  6 2012 12:00AM
2794,Jan  6 2012 12:00AM,USD,EUR,1.06,1.06,Jan  6 2012 12:00AM
2795,Jan  6 2012 12:00AM,USD,GBP,0.67,0.67,Jan  6 2012 12:00AM
2796,Jan  6 2012 12:00AM,USD,JPY,105.66,105.72,Jan  6 2012 12:00AM
2797,Jan  6 2012 12:00AM,USD,MXN,9.86,9.87,Jan  6 2012 12:00AM
2798,Jan  6 2012 12:00AM,USD,SAR,3.75,3.75,Jan  6 2012 12:00AM
2799,Jan  6 2012 12:00AM,USD,VEB,680.68,680.73,Jan  6 2012 12:00AM
2800,Jan  7 2012 12:00AM,USD,ARS,1.00,1.00,Jan  7 2012 12:00AM
2801,Jan  7 2012 12:00AM,USD,AUD,1.68,1.67,Jan  7 2012 12:00AM
2802,Jan  7 2012 12:00AM,USD,BRL,1.81,1.81,Jan  7 2012 12:00AM
2803,Jan  7 2012 12:00AM,USD,CAD,1.48,1.47,Jan  7 2012 12:00AM
2804,Jan  7 2012 12:00AM,USD,CNY,8.28,8.28,Jan  7 2012 12:00AM
2805,Jan  7 2012 12:00AM,USD,EUR,1.07,1.07,Jan  7 2012 12:00AM
2806,Jan  7 2012 12:00AM,USD,GBP,0.66,0.66,Jan  7 2012 12:00AM
2807,Jan  7 2012 12:00AM,USD,JPY,104.37,104.34,Jan  7 2012 12:00AM
2808,Jan  7 2012 12:00AM,USD,MXN,9.95,9.94,Jan  7 2012 12:00AM
2809,Jan  7 2012 12:00AM,USD,SAR,3.75,3.75,Jan  7 2012 12:00AM
2810,Jan  7 2012 12:00AM,USD,VEB,680.68,680.60,Jan  7 2012 12:00AM
2811,Jan  8 2012 12:00AM,USD,ARS,1.00,1.00,Jan  8 2012 12:00AM
2812,Jan  8 2012 12:00AM,USD,AUD,1.68,1.68,Jan  8 2012 12:00AM
2813,Jan  8 2012 12:00AM,USD,BRL,1.83,1.83,Jan  8 2012 12:00AM
2814,Jan  8 2012 12:00AM,USD,CAD,1.48,1.49,Jan  8 2012 12:00AM
2815,Jan  8 2012 12:00AM,USD,CNY,8.28,8.28,Jan  8 2012 12:00AM
2816,Jan  8 2012 12:00AM,USD,EUR,1.07,1.07,Jan  8 2012 12:00AM
2817,Jan  8 2012 12:00AM,USD,GBP,0.67,0.67,Jan  8 2012 12:00AM
2818,Jan  8 2012 12:00AM,USD,JPY,104.70,104.77,Jan  8 2012 12:00AM
2819,Jan  8 2012 12:00AM,USD,MXN,9.95,9.96,Jan  8 2012 12:00AM
2820,Jan  8 2012 12:00AM,USD,SAR,3.75,3.75,Jan  8 2012 12:00AM
2821,Jan  8 2012 12:00AM,USD,VEB,681.26,681.27,Jan  8 2012 12:00AM
2822,Jan  9 2012 12:00AM,USD,ARS,1.00,1.00,Jan  9 2012 12:00AM
2823,Jan  9 2012 12:00AM,USD,AUD,1.68,1.68,Jan  9 2012 12:00AM
2824,Jan  9 2012 12:00AM,USD,BRL,1.83,1.82,Jan  9 2012 12:00AM
2825,Jan  9 2012 12:00AM,USD,CAD,1.48,1.48,Jan  9 2012 12:00AM
2826,Jan  9 2012 12:00AM,USD,CNY,8.28,8.28,Jan  9 2012 12:00AM
2827,Jan  9 2012 12:00AM,USD,EUR,1.07,1.07,Jan  9 2012 12:00AM
2828,Jan  9 2012 12:00AM,USD,GBP,0.67,0.66,Jan  9 2012 12:00AM
2829,Jan  9 2012 12:00AM,USD,JPY,105.02,104.94,Jan  9 2012 12:00AM
2830,Jan  9 2012 12:00AM,USD,MXN,9.96,9.95,Jan  9 2012 12:00AM
2831,Jan  9 2012 12:00AM,USD,SAR,3.75,3.74,Jan  9 2012 12:00AM
2832,Jan  9 2012 12:00AM,USD,VEB,681.26,681.24,Jan  9 2012 12:00AM
2833,Jan 10 2012 12:00AM,USD,ARS,1.00,1.00,Jan 10 2012 12:00AM
2834,Jan 10 2012 12:00AM,USD,AUD,1.68,1.69,Jan 10 2012 12:00AM
2835,Jan 10 2012 12:00AM,USD,BRL,1.83,1.83,Jan 10 2012 12:00AM
2836,Jan 10 2012 12:00AM,USD,CAD,1.48,1.49,Jan 10 2012 12:00AM
2837,Jan 10 2012 12:00AM,USD,CNY,8.28,8.28,Jan 10 2012 12:00AM
2838,Jan 10 2012 12:00AM,USD,EUR,1.07,1.07,Jan 10 2012 12:00AM
2839,Jan 10 2012 12:00AM,USD,GBP,0.67,0.67,Jan 10 2012 12:00AM
2840,Jan 10 2012 12:00AM,USD,JPY,105.28,105.33,Jan 10 2012 12:00AM
2841,Jan 10 2012 12:00AM,USD,MXN,9.96,9.96,Jan 10 2012 12:00AM
2842,Jan 10 2012 12:00AM,USD,SAR,3.75,3.75,Jan 10 2012 12:00AM
2843,Jan 10 2012 12:00AM,USD,VEB,681.26,681.34,Jan 10 2012 12:00AM
2844,Jan 11 2012 12:00AM,USD,ARS,1.00,1.00,Jan 11 2012 12:00AM
2845,Jan 11 2012 12:00AM,USD,AUD,1.68,1.68,Jan 11 2012 12:00AM
2846,Jan 11 2012 12:00AM,USD,BRL,1.82,1.82,Jan 11 2012 12:00AM
2847,Jan 11 2012 12:00AM,USD,CAD,1.49,1.48,Jan 11 2012 12:00AM
2848,Jan 11 2012 12:00AM,USD,CNY,8.28,8.28,Jan 11 2012 12:00AM
2849,Jan 11 2012 12:00AM,USD,EUR,1.07,1.07,Jan 11 2012 12:00AM
2850,Jan 11 2012 12:00AM,USD,GBP,0.67,0.67,Jan 11 2012 12:00AM
2851,Jan 11 2012 12:00AM,USD,JPY,105.72,105.65,Jan 11 2012 12:00AM
2852,Jan 11 2012 12:00AM,USD,MXN,10.08,10.07,Jan 11 2012 12:00AM
2853,Jan 11 2012 12:00AM,USD,SAR,3.75,3.75,Jan 11 2012 12:00AM
2854,Jan 11 2012 12:00AM,USD,VEB,681.26,681.16,Jan 11 2012 12:00AM
2855,Jan 12 2012 12:00AM,USD,ARS,1.00,1.00,Jan 12 2012 12:00AM
2856,Jan 12 2012 12:00AM,USD,AUD,1.66,1.66,Jan 12 2012 12:00AM
2857,Jan 12 2012 12:00AM,USD,BRL,1.82,1.83,Jan 12 2012 12:00AM
2858,Jan 12 2012 12:00AM,USD,CAD,1.48,1.48,Jan 12 2012 12:00AM
2859,Jan 12 2012 12:00AM,USD,CNY,8.28,8.28,Jan 12 2012 12:00AM
2860,Jan 12 2012 12:00AM,USD,EUR,1.06,1.06,Jan 12 2012 12:00AM
2861,Jan 12 2012 12:00AM,USD,GBP,0.66,0.66,Jan 12 2012 12:00AM
2862,Jan 12 2012 12:00AM,USD,JPY,105.40,105.45,Jan 12 2012 12:00AM
2863,Jan 12 2012 12:00AM,USD,MXN,10.06,10.07,Jan 12 2012 12:00AM
2864,Jan 12 2012 12:00AM,USD,SAR,3.75,3.76,Jan 12 2012 12:00AM
2865,Jan 12 2012 12:00AM,USD,VEB,681.75,681.82,Jan 12 2012 12:00AM
2866,Jan 13 2012 12:00AM,USD,ARS,1.00,1.00,Jan 13 2012 12:00AM
2867,Jan 13 2012 12:00AM,USD,AUD,1.66,1.66,Jan 13 2012 12:00AM
2868,Jan 13 2012 12:00AM,USD,BRL,1.82,1.82,Jan 13 2012 12:00AM
2869,Jan 13 2012 12:00AM,USD,CAD,1.48,1.47,Jan 13 2012 12:00AM
2870,Jan 13 2012 12:00AM,USD,CNY,8.28,8.28,Jan 13 2012 12:00AM
2871,Jan 13 2012 12:00AM,USD,EUR,1.06,1.06,Jan 13 2012 12:00AM
2872,Jan 13 2012 12:00AM,USD,GBP,0.66,0.66,Jan 13 2012 12:00AM
2873,Jan 13 2012 12:00AM,USD,JPY,105.54,105.46,Jan 13 2012 12:00AM
2874,Jan 13 2012 12:00AM,USD,MXN,9.98,9.97,Jan 13 2012 12:00AM
2875,Jan 13 2012 12:00AM,USD,SAR,3.75,3.75,Jan 13 2012 12:00AM
2876,Jan 13 2012 12:00AM,USD,VEB,681.68,681.65,Jan 13 2012 12:00AM
2877,Jan 14 2012 12:00AM,USD,ARS,1.00,1.00,Jan 14 2012 12:00AM
2878,Jan 14 2012 12:00AM,USD,AUD,1.66,1.66,Jan 14 2012 12:00AM
2879,Jan 14 2012 12:00AM,USD,BRL,1.81,1.82,Jan 14 2012 12:00AM
2880,Jan 14 2012 12:00AM,USD,CAD,1.48,1.49,Jan 14 2012 12:00AM
2881,Jan 14 2012 12:00AM,USD,CNY,8.28,8.28,Jan 14 2012 12:00AM
2882,Jan 14 2012 12:00AM,USD,EUR,1.05,1.05,Jan 14 2012 12:00AM
2883,Jan 14 2012 12:00AM,USD,GBP,0.66,0.66,Jan 14 2012 12:00AM
2884,Jan 14 2012 12:00AM,USD,JPY,105.23,105.32,Jan 14 2012 12:00AM
2885,Jan 14 2012 12:00AM,USD,MXN,9.90,9.90,Jan 14 2012 12:00AM
2886,Jan 14 2012 12:00AM,USD,SAR,3.75,3.75,Jan 14 2012 12:00AM
2887,Jan 14 2012 12:00AM,USD,VEB,682.50,682.54,Jan 14 2012 12:00AM
2888,Jan 15 2012 12:00AM,USD,ARS,1.00,1.00,Jan 15 2012 12:00AM
2889,Jan 15 2012 12:00AM,USD,AUD,1.68,1.67,Jan 15 2012 12:00AM
2890,Jan 15 2012 12:00AM,USD,BRL,1.81,1.80,Jan 15 2012 12:00AM
2891,Jan 15 2012 12:00AM,USD,CAD,1.48,1.47,Jan 15 2012 12:00AM
2892,Jan 15 2012 12:00AM,USD,CNY,8.28,8.28,Jan 15 2012 12:00AM
2893,Jan 15 2012 12:00AM,USD,EUR,1.05,1.05,Jan 15 2012 12:00AM
2894,Jan 15 2012 12:00AM,USD,GBP,0.66,0.66,Jan 15 2012 12:00AM
2895,Jan 15 2012 12:00AM,USD,JPY,106.03,105.99,Jan 15 2012 12:00AM
2896,Jan 15 2012 12:00AM,USD,MXN,9.82,9.81,Jan 15 2012 12:00AM
2897,Jan 15 2012 12:00AM,USD,SAR,3.75,3.75,Jan 15 2012 12:00AM
2898,Jan 15 2012 12:00AM,USD,VEB,682.50,682.47,Jan 15 2012 12:00AM
2899,Jan 16 2012 12:00AM,USD,ARS,1.00,1.00,Jan 16 2012 12:00AM
2900,Jan 16 2012 12:00AM,USD,AUD,1.68,1.68,Jan 16 2012 12:00AM
2901,Jan 16 2012 12:00AM,USD,BRL,1.81,1.81,Jan 16 2012 12:00AM
2902,Jan 16 2012 12:00AM,USD,CAD,1.48,1.49,Jan 16 2012 12:00AM
2903,Jan 16 2012 12:00AM,USD,CNY,8.28,8.28,Jan 16 2012 12:00AM
2904,Jan 16 2012 12:00AM,USD,EUR,1.05,1.05,Jan 16 2012 12:00AM
2905,Jan 16 2012 12:00AM,USD,GBP,0.66,0.66,Jan 16 2012 12:00AM
2906,Jan 16 2012 12:00AM,USD,JPY,106.03,106.05,Jan 16 2012 12:00AM
2907,Jan 16 2012 12:00AM,USD,MXN,9.82,9.83,Jan 16 2012 12:00AM
2908,Jan 16 2012 12:00AM,USD,SAR,3.75,3.75,Jan 16 2012 12:00AM
2909,Jan 16 2012 12:00AM,USD,VEB,682.50,682.57,Jan 16 2012 12:00AM
2910,Jan 17 2012 12:00AM,USD,ARS,1.00,1.00,Jan 17 2012 12:00AM
2911,Jan 17 2012 12:00AM,USD,AUD,1.68,1.68,Jan 17 2012 12:00AM
2912,Jan 17 2012 12:00AM,USD,BRL,1.81,1.80,Jan 17 2012 12:00AM
2913,Jan 17 2012 12:00AM,USD,CAD,1.48,1.48,Jan 17 2012 12:00AM
2914,Jan 17 2012 12:00AM,USD,CNY,8.28,8.28,Jan 17 2012 12:00AM
2915,Jan 17 2012 12:00AM,USD,EUR,1.05,1.05,Jan 17 2012 12:00AM
2916,Jan 17 2012 12:00AM,USD,GBP,0.66,0.66,Jan 17 2012 12:00AM
2917,Jan 17 2012 12:00AM,USD,JPY,106.03,105.99,Jan 17 2012 12:00AM
2918,Jan 17 2012 12:00AM,USD,MXN,9.81,9.80,Jan 17 2012 12:00AM
2919,Jan 17 2012 12:00AM,USD,SAR,3.75,3.74,Jan 17 2012 12:00AM
2920,Jan 17 2012 12:00AM,USD,VEB,682.50,682.45,Jan 17 2012 12:00AM
2921,Jan 18 2012 12:00AM,USD,ARS,1.00,1.00,Jan 18 2012 12:00AM
2922,Jan 18 2012 12:00AM,USD,AUD,1.67,1.67,Jan 18 2012 12:00AM
2923,Jan 18 2012 12:00AM,USD,BRL,1.82,1.82,Jan 18 2012 12:00AM
2924,Jan 18 2012 12:00AM,USD,CAD,1.48,1.48,Jan 18 2012 12:00AM
2925,Jan 18 2012 12:00AM,USD,CNY,8.28,8.28,Jan 18 2012 12:00AM
2926,Jan 18 2012 12:00AM,USD,EUR,1.05,1.05,Jan 18 2012 12:00AM
2927,Jan 18 2012 12:00AM,USD,GBP,0.66,0.66,Jan 18 2012 12:00AM
2928,Jan 18 2012 12:00AM,USD,JPY,105.70,105.71,Jan 18 2012 12:00AM
2929,Jan 18 2012 12:00AM,USD,MXN,9.54,9.54,Jan 18 2012 12:00AM
2930,Jan 18 2012 12:00AM,USD,SAR,3.75,3.75,Jan 18 2012 12:00AM
2931,Jan 18 2012 12:00AM,USD,VEB,682.00,682.03,Jan 18 2012 12:00AM
2932,Jan 19 2012 12:00AM,USD,ARS,1.00,1.00,Jan 19 2012 12:00AM
2933,Jan 19 2012 12:00AM,USD,AUD,1.67,1.67,Jan 19 2012 12:00AM
2934,Jan 19 2012 12:00AM,USD,BRL,1.81,1.80,Jan 19 2012 12:00AM
2935,Jan 19 2012 12:00AM,USD,CAD,1.49,1.48,Jan 19 2012 12:00AM
2936,Jan 19 2012 12:00AM,USD,CNY,8.28,8.28,Jan 19 2012 12:00AM
2937,Jan 19 2012 12:00AM,USD,EUR,1.05,1.05,Jan 19 2012 12:00AM
2938,Jan 19 2012 12:00AM,USD,GBP,0.66,0.66,Jan 19 2012 12:00AM
2939,Jan 19 2012 12:00AM,USD,JPY,106.15,106.08,Jan 19 2012 12:00AM
2940,Jan 19 2012 12:00AM,USD,MXN,9.54,9.54,Jan 19 2012 12:00AM
2941,Jan 19 2012 12:00AM,USD,SAR,3.75,3.74,Jan 19 2012 12:00AM
2942,Jan 19 2012 12:00AM,USD,VEB,683.40,683.33,Jan 19 2012 12:00AM
2943,Jan 20 2012 12:00AM,USD,ARS,1.00,1.00,Jan 20 2012 12:00AM
2944,Jan 20 2012 12:00AM,USD,AUD,1.70,1.70,Jan 20 2012 12:00AM
2945,Jan 20 2012 12:00AM,USD,BRL,1.80,1.81,Jan 20 2012 12:00AM
2946,Jan 20 2012 12:00AM,USD,CAD,1.49,1.49,Jan 20 2012 12:00AM
2947,Jan 20 2012 12:00AM,USD,CNY,8.28,8.28,Jan 20 2012 12:00AM
2948,Jan 20 2012 12:00AM,USD,EUR,1.05,1.05,Jan 20 2012 12:00AM
2949,Jan 20 2012 12:00AM,USD,GBP,0.66,0.66,Jan 20 2012 12:00AM
2950,Jan 20 2012 12:00AM,USD,JPY,107.13,107.20,Jan 20 2012 12:00AM
2951,Jan 20 2012 12:00AM,USD,MXN,9.54,9.55,Jan 20 2012 12:00AM
2952,Jan 20 2012 12:00AM,USD,SAR,3.75,3.75,Jan 20 2012 12:00AM
2953,Jan 20 2012 12:00AM,USD,VEB,683.01,683.01,Jan 20 2012 12:00AM
2954,Jan 21 2012 12:00AM,USD,ARS,1.00,1.00,Jan 21 2012 12:00AM
2955,Jan 21 2012 12:00AM,USD,AUD,1.69,1.69,Jan 21 2012 12:00AM
2956,Jan 21 2012 12:00AM,USD,BRL,1.80,1.80,Jan 21 2012 12:00AM
2957,Jan 21 2012 12:00AM,USD,CAD,1.49,1.49,Jan 21 2012 12:00AM
2958,Jan 21 2012 12:00AM,USD,CNY,8.28,8.28,Jan 21 2012 12:00AM
2959,Jan 21 2012 12:00AM,USD,EUR,1.05,1.05,Jan 21 2012 12:00AM
2960,Jan 21 2012 12:00AM,USD,GBP,0.66,0.66,Jan 21 2012 12:00AM
2961,Jan 21 2012 12:00AM,USD,JPY,107.50,107.44,Jan 21 2012 12:00AM
2962,Jan 21 2012 12:00AM,USD,MXN,9.57,9.56,Jan 21 2012 12:00AM
2963,Jan 21 2012 12:00AM,USD,SAR,3.75,3.75,Jan 21 2012 12:00AM
2964,Jan 21 2012 12:00AM,USD,VEB,683.68,683.61,Jan 21 2012 12:00AM
2965,Jan 22 2012 12:00AM,USD,ARS,1.00,1.00,Jan 22 2012 12:00AM
2966,Jan 22 2012 12:00AM,USD,AUD,1.69,1.69,Jan 22 2012 12:00AM
2967,Jan 22 2012 12:00AM,USD,BRL,1.80,1.80,Jan 22 2012 12:00AM
2968,Jan 22 2012 12:00AM,USD,CAD,1.48,1.49,Jan 22 2012 12:00AM
2969,Jan 22 2012 12:00AM,USD,CNY,8.28,8.28,Jan 22 2012 12:00AM
2970,Jan 22 2012 12:00AM,USD,EUR,1.06,1.06,Jan 22 2012 12:00AM
2971,Jan 22 2012 12:00AM,USD,GBP,0.66,0.66,Jan 22 2012 12:00AM
2972,Jan 22 2012 12:00AM,USD,JPY,107.96,107.98,Jan 22 2012 12:00AM
2973,Jan 22 2012 12:00AM,USD,MXN,9.52,9.52,Jan 22 2012 12:00AM
2974,Jan 22 2012 12:00AM,USD,SAR,3.75,3.75,Jan 22 2012 12:00AM
2975,Jan 22 2012 12:00AM,USD,VEB,683.75,683.80,Jan 22 2012 12:00AM
2976,Jan 23 2012 12:00AM,USD,ARS,1.00,1.00,Jan 23 2012 12:00AM
2977,Jan 23 2012 12:00AM,USD,AUD,1.69,1.69,Jan 23 2012 12:00AM
2978,Jan 23 2012 12:00AM,USD,BRL,1.80,1.80,Jan 23 2012 12:00AM
2979,Jan 23 2012 12:00AM,USD,CAD,1.48,1.48,Jan 23 2012 12:00AM
2980,Jan 23 2012 12:00AM,USD,CNY,8.28,8.28,Jan 23 2012 12:00AM
2981,Jan 23 2012 12:00AM,USD,EUR,1.05,1.05,Jan 23 2012 12:00AM
2982,Jan 23 2012 12:00AM,USD,GBP,0.66,0.66,Jan 23 2012 12:00AM
2983,Jan 23 2012 12:00AM,USD,JPY,107.98,107.90,Jan 23 2012 12:00AM
2984,Jan 23 2012 12:00AM,USD,MXN,9.52,9.51,Jan 23 2012 12:00AM
2985,Jan 23 2012 12:00AM,USD,SAR,3.75,3.75,Jan 23 2012 12:00AM
2986,Jan 23 2012 12:00AM,USD,VEB,683.75,683.74,Jan 23 2012 12:00AM
2987,Jan 24 2012 12:00AM,USD,ARS,1.00,1.00,Jan 24 2012 12:00AM
2988,Jan 24 2012 12:00AM,USD,AUD,1.69,1.69,Jan 24 2012 12:00AM
2989,Jan 24 2012 12:00AM,USD,BRL,1.80,1.80,Jan 24 2012 12:00AM
2990,Jan 24 2012 12:00AM,USD,CAD,1.48,1.49,Jan 24 2012 12:00AM
2991,Jan 24 2012 12:00AM,USD,CNY,8.28,8.28,Jan 24 2012 12:00AM
2992,Jan 24 2012 12:00AM,USD,EUR,1.06,1.06,Jan 24 2012 12:00AM
2993,Jan 24 2012 12:00AM,USD,GBP,0.66,0.66,Jan 24 2012 12:00AM
2994,Jan 24 2012 12:00AM,USD,JPY,107.85,107.94,Jan 24 2012 12:00AM
2995,Jan 24 2012 12:00AM,USD,MXN,9.52,9.53,Jan 24 2012 12:00AM
2996,Jan 24 2012 12:00AM,USD,SAR,3.75,3.75,Jan 24 2012 12:00AM
2997,Jan 24 2012 12:00AM,USD,VEB,683.75,683.83,Jan 24 2012 12:00AM
2998,Jan 25 2012 12:00AM,USD,ARS,1.00,1.00,Jan 25 2012 12:00AM
2999,Jan 25 2012 12:00AM,USD,AUD,1.69,1.69,Jan 25 2012 12:00AM
3000,Jan 25 2012 12:00AM,USD,BRL,1.79,1.79,Jan 25 2012 12:00AM
3001,Jan 25 2012 12:00AM,USD,CAD,1.48,1.47,Jan 25 2012 12:00AM
3002,Jan 25 2012 12:00AM,USD,CNY,8.28,8.28,Jan 25 2012 12:00AM
3003,Jan 25 2012 12:00AM,USD,EUR,1.05,1.05,Jan 25 2012 12:00AM
3004,Jan 25 2012 12:00AM,USD,GBP,0.66,0.66,Jan 25 2012 12:00AM
3005,Jan 25 2012 12:00AM,USD,JPY,107.11,107.08,Jan 25 2012 12:00AM
3006,Jan 25 2012 12:00AM,USD,MXN,9.47,9.47,Jan 25 2012 12:00AM
3007,Jan 25 2012 12:00AM,USD,SAR,3.75,3.75,Jan 25 2012 12:00AM
3008,Jan 25 2012 12:00AM,USD,VEB,684.14,684.10,Jan 25 2012 12:00AM
3009,Jan 26 2012 12:00AM,USD,ARS,1.00,1.00,Jan 26 2012 12:00AM
3010,Jan 26 2012 12:00AM,USD,AUD,1.70,1.70,Jan 26 2012 12:00AM
3011,Jan 26 2012 12:00AM,USD,BRL,1.80,1.81,Jan 26 2012 12:00AM
3012,Jan 26 2012 12:00AM,USD,CAD,1.48,1.49,Jan 26 2012 12:00AM
3013,Jan 26 2012 12:00AM,USD,CNY,8.28,8.28,Jan 26 2012 12:00AM
3014,Jan 26 2012 12:00AM,USD,EUR,1.05,1.05,Jan 26 2012 12:00AM
3015,Jan 26 2012 12:00AM,USD,GBP,0.66,0.66,Jan 26 2012 12:00AM
3016,Jan 26 2012 12:00AM,USD,JPY,107.20,107.23,Jan 26 2012 12:00AM
3017,Jan 26 2012 12:00AM,USD,MXN,9.49,9.50,Jan 26 2012 12:00AM
3018,Jan 26 2012 12:00AM,USD,SAR,3.75,3.76,Jan 26 2012 12:00AM
3019,Jan 26 2012 12:00AM,USD,VEB,684.50,684.56,Jan 26 2012 12:00AM
3020,Jan 27 2012 12:00AM,USD,ARS,1.00,1.00,Jan 27 2012 12:00AM
3021,Jan 27 2012 12:00AM,USD,AUD,1.70,1.70,Jan 27 2012 12:00AM
3022,Jan 27 2012 12:00AM,USD,BRL,1.80,1.80,Jan 27 2012 12:00AM
3023,Jan 27 2012 12:00AM,USD,CAD,1.48,1.48,Jan 27 2012 12:00AM
3024,Jan 27 2012 12:00AM,USD,CNY,8.28,8.28,Jan 27 2012 12:00AM
3025,Jan 27 2012 12:00AM,USD,EUR,1.06,1.06,Jan 27 2012 12:00AM
3026,Jan 27 2012 12:00AM,USD,GBP,0.66,0.66,Jan 27 2012 12:00AM
3027,Jan 27 2012 12:00AM,USD,JPY,108.32,108.30,Jan 27 2012 12:00AM
3028,Jan 27 2012 12:00AM,USD,MXN,9.46,9.46,Jan 27 2012 12:00AM
3029,Jan 27 2012 12:00AM,USD,SAR,3.75,3.74,Jan 27 2012 12:00AM
3030,Jan 27 2012 12:00AM,USD,VEB,685.00,684.91,Jan 27 2012 12:00AM
3031,Jan 28 2012 12:00AM,USD,ARS,1.00,1.00,Jan 28 2012 12:00AM
3032,Jan 28 2012 12:00AM,USD,AUD,1.71,1.71,Jan 28 2012 12:00AM
3033,Jan 28 2012 12:00AM,USD,BRL,1.81,1.81,Jan 28 2012 12:00AM
3034,Jan 28 2012 12:00AM,USD,CAD,1.48,1.49,Jan 28 2012 12:00AM
3035,Jan 28 2012 12:00AM,USD,CNY,8.28,8.28,Jan 28 2012 12:00AM
3036,Jan 28 2012 12:00AM,USD,EUR,1.07,1.07,Jan 28 2012 12:00AM
3037,Jan 28 2012 12:00AM,USD,GBP,0.67,0.67,Jan 28 2012 12:00AM
3038,Jan 28 2012 12:00AM,USD,JPY,108.27,108.34,Jan 28 2012 12:00AM
3039,Jan 28 2012 12:00AM,USD,MXN,9.47,9.48,Jan 28 2012 12:00AM
3040,Jan 28 2012 12:00AM,USD,SAR,3.75,3.76,Jan 28 2012 12:00AM
3041,Jan 28 2012 12:00AM,USD,VEB,685.25,685.31,Jan 28 2012 12:00AM
3042,Jan 29 2012 12:00AM,USD,ARS,1.00,1.00,Jan 29 2012 12:00AM
3043,Jan 29 2012 12:00AM,USD,AUD,1.71,1.71,Jan 29 2012 12:00AM
3044,Jan 29 2012 12:00AM,USD,BRL,1.80,1.79,Jan 29 2012 12:00AM
3045,Jan 29 2012 12:00AM,USD,CAD,1.49,1.48,Jan 29 2012 12:00AM
3046,Jan 29 2012 12:00AM,USD,CNY,8.28,8.28,Jan 29 2012 12:00AM
3047,Jan 29 2012 12:00AM,USD,EUR,1.07,1.07,Jan 29 2012 12:00AM
3048,Jan 29 2012 12:00AM,USD,GBP,0.67,0.67,Jan 29 2012 12:00AM
3049,Jan 29 2012 12:00AM,USD,JPY,107.90,107.84,Jan 29 2012 12:00AM
3050,Jan 29 2012 12:00AM,USD,MXN,9.37,9.37,Jan 29 2012 12:00AM
3051,Jan 29 2012 12:00AM,USD,SAR,3.75,3.75,Jan 29 2012 12:00AM
3052,Jan 29 2012 12:00AM,USD,VEB,685.50,685.48,Jan 29 2012 12:00AM
3053,Jan 30 2012 12:00AM,USD,ARS,1.00,1.00,Jan 30 2012 12:00AM
