PurchaseOrderID,PurchaseOrderDetailID,DueDate,OrderQty,ProductID,UnitPrice,LineTotal,ReceivedQty,RejectedQty,StockedQty,ModifiedDate
373,838,Jun  6 2013 12:00AM,60,356,3.38,202.86,60.00,0.00,60.00,May 30 2013 12:00AM
373,839,Jun  6 2013 12:00AM,60,357,4.32,258.93,60.00,0.00,60.00,May 30 2013 12:00AM
374,840,Jun  6 2013 12:00AM,3,375,43.27,129.81,3.00,3.00,0.00,May 30 2013 12:00AM
374,841,Jun  6 2013 12:00AM,3,376,41.17,123.51,3.00,3.00,0.00,May 30 2013 12:00AM
375,842,Jun  6 2013 12:00AM,3,490,12.36,37.08,3.00,0.00,3.00,May 30 2013 12:00AM
376,843,Jun  6 2013 12:00AM,550,513,39.20,21558.08,468.00,0.00,468.00,May 30 2013 12:00AM
377,844,Jun  6 2013 12:00AM,3,420,41.28,123.83,3.00,0.00,3.00,May 30 2013 12:00AM
377,845,Jun  6 2013 12:00AM,3,421,45.55,136.65,3.00,0.00,3.00,May 30 2013 12:00AM
378,846,Jun  6 2013 12:00AM,550,931,34.87,19178.78,550.00,0.00,550.00,May 30 2013 12:00AM
378,847,Jun  6 2013 12:00AM,550,932,39.76,21869.93,550.00,0.00,550.00,May 30 2013 12:00AM
378,848,Jun  6 2013 12:00AM,550,933,43.98,24191.48,550.00,0.00,550.00,May 30 2013 12:00AM
378,849,Jun  6 2013 12:00AM,550,934,38.15,20980.58,550.00,0.00,550.00,May 30 2013 12:00AM
379,850,Jun  6 2013 12:00AM,3,434,39.28,117.84,3.00,0.00,3.00,May 30 2013 12:00AM
379,851,Jun  6 2013 12:00AM,3,435,37.18,111.54,3.00,0.00,3.00,May 30 2013 12:00AM
379,852,Jun  6 2013 12:00AM,3,436,41.45,124.36,3.00,0.00,3.00,May 30 2013 12:00AM
379,853,Jun  6 2013 12:00AM,3,437,37.18,111.54,3.00,0.00,3.00,May 30 2013 12:00AM
380,854,Jun  6 2013 12:00AM,3,341,47.58,142.73,3.00,0.00,3.00,May 30 2013 12:00AM
380,855,Jun  6 2013 12:00AM,3,342,45.48,136.43,3.00,0.00,3.00,May 30 2013 12:00AM
380,856,Jun  6 2013 12:00AM,3,343,49.75,149.25,3.00,0.00,3.00,May 30 2013 12:00AM
381,857,Jun 12 2013 12:00AM,550,931,34.35,18890.03,550.00,0.00,550.00,Jun  5 2013 12:00AM
381,858,Jun 12 2013 12:00AM,550,932,39.24,21581.18,550.00,0.00,550.00,Jun  5 2013 12:00AM
382,859,Jun 12 2013 12:00AM,3,346,47.54,142.63,3.00,0.00,3.00,Jun  5 2013 12:00AM
382,860,Jun 12 2013 12:00AM,3,347,43.27,129.81,3.00,0.00,3.00,Jun  5 2013 12:00AM
383,861,Jun 12 2013 12:00AM,550,930,43.04,23671.73,550.00,0.00,550.00,Jun  5 2013 12:00AM
384,862,Jun 12 2013 12:00AM,550,332,10.82,5948.25,550.00,550.00,0.00,Jun  5 2013 12:00AM
385,863,Jun 12 2013 12:00AM,550,948,82.83,45558.98,550.00,0.00,550.00,Jun  5 2013 12:00AM
385,864,Jun 12 2013 12:00AM,550,907,82.83,45558.98,523.00,0.00,523.00,Jun  5 2013 12:00AM
386,865,Jun 12 2013 12:00AM,1250,325,0.21,262.50,1063.00,0.00,1063.00,Jun  5 2013 12:00AM
386,866,Jun 12 2013 12:00AM,1250,326,0.21,262.50,1250.00,0.00,1250.00,Jun  5 2013 12:00AM
387,867,Jun 12 2013 12:00AM,3,320,49.64,148.93,3.00,0.00,3.00,Jun  5 2013 12:00AM
387,868,Jun 12 2013 12:00AM,3,321,44.32,132.96,3.00,0.00,3.00,Jun  5 2013 12:00AM
387,869,Jun 12 2013 12:00AM,60,322,28.70,1721.79,60.00,0.00,60.00,Jun  5 2013 12:00AM
388,870,Jun 12 2013 12:00AM,550,930,42.51,23382.98,550.00,0.00,550.00,Jun  5 2013 12:00AM
388,871,Jun 12 2013 12:00AM,550,921,5.59,3072.30,550.00,0.00,550.00,Jun  5 2013 12:00AM
389,872,Jun 12 2013 12:00AM,60,952,15.74,944.37,60.00,0.00,60.00,Jun  5 2013 12:00AM
390,873,Jun 12 2013 12:00AM,550,933,43.46,23902.73,550.00,0.00,550.00,Jun  5 2013 12:00AM
390,874,Jun 12 2013 12:00AM,550,934,37.62,20691.83,550.00,55.00,495.00,Jun  5 2013 12:00AM
390,875,Jun 12 2013 12:00AM,550,922,6.53,3592.05,550.00,0.00,550.00,Jun  5 2013 12:00AM
391,876,Jun 12 2013 12:00AM,550,319,48.58,26720.93,550.00,0.00,550.00,Jun  5 2013 12:00AM
392,877,Jun 12 2013 12:00AM,550,928,32.25,17735.03,550.00,82.00,468.00,Jun  5 2013 12:00AM
392,878,Jun 12 2013 12:00AM,550,929,36.56,20108.55,550.00,0.00,550.00,Jun  5 2013 12:00AM
393,879,Jun 25 2013 12:00AM,550,319,46.42,25531.28,550.00,0.00,550.00,Jun 18 2013 12:00AM
394,880,Jun 25 2013 12:00AM,3,359,47.52,142.57,3.00,3.00,0.00,Jun 18 2013 12:00AM
394,881,Jun 25 2013 12:00AM,3,360,45.42,136.27,3.00,3.00,0.00,Jun 18 2013 12:00AM
395,882,Jun 25 2013 12:00AM,3,2,41.92,125.75,3.00,0.00,3.00,Jun 18 2013 12:00AM
396,883,Jun 25 2013 12:00AM,3,1,50.26,150.79,3.00,0.00,3.00,Jun 18 2013 12:00AM
397,884,Jul  9 2013 12:00AM,3,359,47.68,143.04,3.00,0.00,3.00,Jul  2 2013 12:00AM
397,885,Jul  9 2013 12:00AM,3,360,45.58,136.74,3.00,0.00,3.00,Jul  2 2013 12:00AM
397,886,Jul  9 2013 12:00AM,3,361,49.85,149.56,3.00,0.00,3.00,Jul  2 2013 12:00AM
397,887,Jul  9 2013 12:00AM,3,362,45.58,136.74,3.00,0.00,3.00,Jul  2 2013 12:00AM
397,888,Jul  9 2013 12:00AM,3,363,43.48,130.44,3.00,0.00,3.00,Jul  2 2013 12:00AM
397,889,Jul  9 2013 12:00AM,3,364,47.75,143.26,3.00,0.00,3.00,Jul  2 2013 12:00AM
398,890,Jul  9 2013 12:00AM,550,530,16.09,8847.30,550.00,0.00,550.00,Jul  2 2013 12:00AM
399,891,Jul  9 2013 12:00AM,3,4,57.03,171.08,3.00,0.00,3.00,Jul  2 2013 12:00AM
400,892,Jul  9 2013 12:00AM,550,512,37.09,20397.30,550.00,0.00,550.00,Jul  2 2013 12:00AM
401,893,Jul  9 2013 12:00AM,550,513,26.60,14628.08,550.00,0.00,550.00,Jul  2 2013 12:00AM
402,894,Jul  9 2013 12:00AM,550,317,27.06,14882.18,550.00,82.00,468.00,Jul  2 2013 12:00AM
402,895,Jul  9 2013 12:00AM,550,318,33.58,18468.45,550.00,0.00,550.00,Jul  2 2013 12:00AM
403,896,Jul  9 2013 12:00AM,3,405,49.64,148.93,3.00,0.00,3.00,Jul  2 2013 12:00AM
403,897,Jul  9 2013 12:00AM,3,406,45.37,136.11,3.00,0.00,3.00,Jul  2 2013 12:00AM
403,898,Jul  9 2013 12:00AM,3,407,43.27,129.81,3.00,0.00,3.00,Jul  2 2013 12:00AM
404,899,Jul  9 2013 12:00AM,3,422,47.52,142.57,3.00,3.00,0.00,Jul  2 2013 12:00AM
404,900,Jul  9 2013 12:00AM,3,423,45.42,136.27,3.00,3.00,0.00,Jul  2 2013 12:00AM
405,901,Jul 26 2013 12:00AM,3,320,47.47,142.41,3.00,0.00,3.00,Jul 19 2013 12:00AM
405,902,Jul 26 2013 12:00AM,3,321,42.80,128.39,3.00,0.00,3.00,Jul 19 2013 12:00AM
405,903,Jul 26 2013 12:00AM,60,322,25.42,1525.23,60.00,0.00,60.00,Jul 19 2013 12:00AM
406,904,Jul 26 2013 12:00AM,3,461,41.45,124.36,3.00,0.00,3.00,Jul 19 2013 12:00AM
407,905,Jul 26 2013 12:00AM,550,941,62.99,34644.23,550.00,0.00,550.00,Jul 19 2013 12:00AM
408,906,Jul 26 2013 12:00AM,3,320,45.37,136.11,3.00,0.00,3.00,Jul 19 2013 12:00AM
408,907,Jul 26 2013 12:00AM,3,321,40.49,121.46,3.00,0.00,3.00,Jul 19 2013 12:00AM
408,908,Jul 26 2013 12:00AM,60,322,26.37,1581.93,60.00,0.00,60.00,Jul 19 2013 12:00AM
409,909,Aug  5 2013 12:00AM,3,504,48.76,146.29,3.00,0.00,3.00,Jul 29 2013 12:00AM
410,910,Aug  5 2013 12:00AM,3,497,34.19,102.56,3.00,0.00,3.00,Jul 29 2013 12:00AM
411,911,Aug  5 2013 12:00AM,3,323,50.26,150.79,3.00,0.00,3.00,Jul 29 2013 12:00AM
412,912,Aug  5 2013 12:00AM,550,523,10.73,5902.05,550.00,82.00,468.00,Jul 29 2013 12:00AM
412,913,Aug  5 2013 12:00AM,550,524,14.12,7767.38,550.00,0.00,550.00,Jul 29 2013 12:00AM
413,914,Aug 13 2013 12:00AM,60,494,53.20,3192.21,60.00,0.00,60.00,Aug  6 2013 12:00AM
413,915,Aug 13 2013 12:00AM,60,495,63.69,3821.58,60.00,0.00,60.00,Aug  6 2013 12:00AM
413,916,Aug 13 2013 12:00AM,60,496,48.91,2934.54,60.00,0.00,60.00,Aug  6 2013 12:00AM
414,917,Aug 13 2013 12:00AM,550,908,21.09,11601.98,550.00,550.00,0.00,Aug  6 2013 12:00AM
414,918,Aug 13 2013 12:00AM,550,909,30.44,16741.73,550.00,550.00,0.00,Aug  6 2013 12:00AM
415,919,Aug 13 2013 12:00AM,60,506,9.20,551.88,60.00,0.00,60.00,Aug  6 2013 12:00AM
416,920,Aug 13 2013 12:00AM,550,351,5.78,3176.25,468.00,0.00,468.00,Aug  6 2013 12:00AM
416,921,Aug 13 2013 12:00AM,550,352,1.16,635.25,550.00,0.00,550.00,Aug  6 2013 12:00AM
416,922,Aug 13 2013 12:00AM,550,679,5.78,3176.25,550.00,0.00,550.00,Aug  6 2013 12:00AM
417,923,Aug 18 2013 12:00AM,3,320,49.64,148.93,3.00,0.00,3.00,Aug 11 2013 12:00AM
417,924,Aug 18 2013 12:00AM,3,321,44.32,132.96,3.00,0.00,3.00,Aug 11 2013 12:00AM
417,925,Aug 18 2013 12:00AM,60,322,28.70,1721.79,60.00,0.00,60.00,Aug 11 2013 12:00AM
418,926,Aug 18 2013 12:00AM,550,930,42.51,23382.98,550.00,0.00,550.00,Aug 11 2013 12:00AM
418,927,Aug 18 2013 12:00AM,550,921,5.59,3072.30,550.00,0.00,550.00,Aug 11 2013 12:00AM
419,928,Aug 18 2013 12:00AM,60,952,15.74,944.37,60.00,0.00,60.00,Aug 11 2013 12:00AM
420,929,Aug 18 2013 12:00AM,550,923,6.18,3401.48,550.00,0.00,550.00,Aug 11 2013 12:00AM
421,930,Aug 18 2013 12:00AM,550,317,29.58,16268.18,550.00,0.00,550.00,Aug 11 2013 12:00AM
421,931,Aug 18 2013 12:00AM,550,318,36.10,19854.45,550.00,0.00,550.00,Aug 11 2013 12:00AM
421,932,Aug 18 2013 12:00AM,550,319,48.58,26720.93,550.00,27.00,523.00,Aug 11 2013 12:00AM
422,933,Aug 18 2013 12:00AM,550,928,32.25,17735.03,550.00,82.00,468.00,Aug 11 2013 12:00AM
422,934,Aug 18 2013 12:00AM,550,929,36.56,20108.55,550.00,0.00,550.00,Aug 11 2013 12:00AM
423,935,Aug 18 2013 12:00AM,550,319,46.42,25531.28,550.00,0.00,550.00,Aug 11 2013 12:00AM
424,936,Aug 18 2013 12:00AM,3,361,49.70,149.09,3.00,0.00,3.00,Aug 11 2013 12:00AM
424,937,Aug 18 2013 12:00AM,3,362,45.42,136.27,3.00,0.00,3.00,Aug 11 2013 12:00AM
425,938,Aug 18 2013 12:00AM,3,2,41.92,125.75,3.00,0.00,3.00,Aug 11 2013 12:00AM
426,939,Aug 18 2013 12:00AM,3,1,50.26,150.79,3.00,0.00,3.00,Aug 11 2013 12:00AM
427,940,Aug 18 2013 12:00AM,3,365,43.48,130.44,3.00,0.00,3.00,Aug 11 2013 12:00AM
427,941,Aug 18 2013 12:00AM,3,366,41.38,124.14,3.00,0.00,3.00,Aug 11 2013 12:00AM
427,942,Aug 18 2013 12:00AM,3,367,45.65,136.96,3.00,0.00,3.00,Aug 11 2013 12:00AM
427,943,Aug 18 2013 12:00AM,3,368,41.38,124.14,3.00,0.00,3.00,Aug 11 2013 12:00AM
427,944,Aug 18 2013 12:00AM,3,369,39.28,117.84,3.00,0.00,3.00,Aug 11 2013 12:00AM
427,945,Aug 18 2013 12:00AM,3,370,43.55,130.66,3.00,0.00,3.00,Aug 11 2013 12:00AM
428,946,Aug 18 2013 12:00AM,550,530,16.09,8847.30,550.00,0.00,550.00,Aug 11 2013 12:00AM
429,947,Aug 18 2013 12:00AM,3,4,57.03,171.08,3.00,0.00,3.00,Aug 11 2013 12:00AM
430,948,Aug 18 2013 12:00AM,550,512,37.09,20397.30,550.00,0.00,550.00,Aug 11 2013 12:00AM
431,949,Aug 18 2013 12:00AM,550,513,26.60,14628.08,550.00,0.00,550.00,Aug 11 2013 12:00AM
432,950,Aug 18 2013 12:00AM,550,319,46.06,25334.93,550.00,82.00,468.00,Aug 11 2013 12:00AM
433,951,Aug 19 2013 12:00AM,3,408,47.54,142.63,3.00,0.00,3.00,Aug 12 2013 12:00AM
433,952,Aug 19 2013 12:00AM,3,409,43.27,129.81,3.00,0.00,3.00,Aug 12 2013 12:00AM
433,953,Aug 19 2013 12:00AM,3,410,41.17,123.51,3.00,0.00,3.00,Aug 12 2013 12:00AM
434,954,Aug 19 2013 12:00AM,3,424,49.70,149.09,3.00,0.00,3.00,Aug 12 2013 12:00AM
434,955,Aug 19 2013 12:00AM,3,425,45.42,136.27,3.00,0.00,3.00,Aug 12 2013 12:00AM
435,956,Aug 19 2013 12:00AM,3,320,47.47,142.41,3.00,0.00,3.00,Aug 12 2013 12:00AM
435,957,Aug 19 2013 12:00AM,3,321,42.80,128.39,3.00,0.00,3.00,Aug 12 2013 12:00AM
435,958,Aug 19 2013 12:00AM,60,322,25.42,1525.23,60.00,0.00,60.00,Aug 12 2013 12:00AM
436,959,Aug 19 2013 12:00AM,3,438,41.22,123.67,3.00,0.00,3.00,Aug 12 2013 12:00AM
436,960,Aug 19 2013 12:00AM,3,439,45.50,136.49,3.00,0.00,3.00,Aug 12 2013 12:00AM
436,961,Aug 19 2013 12:00AM,3,440,41.22,123.67,3.00,0.00,3.00,Aug 12 2013 12:00AM
436,962,Aug 19 2013 12:00AM,3,441,39.12,117.37,3.00,0.00,3.00,Aug 12 2013 12:00AM
437,963,Aug 19 2013 12:00AM,550,941,62.99,34644.23,550.00,0.00,550.00,Aug 12 2013 12:00AM
438,964,Aug 19 2013 12:00AM,3,320,45.37,136.11,3.00,0.00,3.00,Aug 12 2013 12:00AM
438,965,Aug 19 2013 12:00AM,3,321,40.49,121.46,3.00,0.00,3.00,Aug 12 2013 12:00AM
438,966,Aug 19 2013 12:00AM,60,322,26.37,1581.93,60.00,0.00,60.00,Aug 12 2013 12:00AM
439,967,Aug 19 2013 12:00AM,3,504,48.76,146.29,3.00,0.00,3.00,Aug 12 2013 12:00AM
440,968,Aug 19 2013 12:00AM,3,497,34.19,102.56,3.00,0.00,3.00,Aug 12 2013 12:00AM
441,969,Aug 19 2013 12:00AM,3,323,50.26,150.79,3.00,0.00,3.00,Aug 12 2013 12:00AM
442,970,Aug 19 2013 12:00AM,550,523,10.73,5902.05,550.00,82.00,468.00,Aug 12 2013 12:00AM
442,971,Aug 19 2013 12:00AM,550,524,14.12,7767.38,550.00,0.00,550.00,Aug 12 2013 12:00AM
443,972,Aug 19 2013 12:00AM,60,492,50.26,3015.81,60.00,0.00,60.00,Aug 12 2013 12:00AM
443,973,Aug 19 2013 12:00AM,60,493,57.15,3429.09,60.00,0.00,60.00,Aug 12 2013 12:00AM
443,974,Aug 19 2013 12:00AM,60,494,53.20,3192.21,60.00,0.00,60.00,Aug 12 2013 12:00AM
444,975,Aug 19 2013 12:00AM,550,910,40.94,22516.73,550.00,0.00,550.00,Aug 12 2013 12:00AM
444,976,Aug 19 2013 12:00AM,550,911,21.09,11601.98,550.00,0.00,550.00,Aug 12 2013 12:00AM
445,977,Aug 19 2013 12:00AM,60,506,9.20,551.88,60.00,0.00,60.00,Aug 12 2013 12:00AM
446,978,Aug 19 2013 12:00AM,550,351,5.78,3176.25,468.00,0.00,468.00,Aug 12 2013 12:00AM
446,979,Aug 19 2013 12:00AM,550,352,1.16,635.25,550.00,0.00,550.00,Aug 12 2013 12:00AM
446,980,Aug 19 2013 12:00AM,550,679,5.78,3176.25,550.00,0.00,550.00,Aug 12 2013 12:00AM
447,981,Aug 19 2013 12:00AM,550,507,23.39,12866.70,550.00,0.00,550.00,Aug 12 2013 12:00AM
447,982,Aug 19 2013 12:00AM,550,508,27.65,15205.58,550.00,0.00,550.00,Aug 12 2013 12:00AM
448,983,Aug 19 2013 12:00AM,550,355,1.37,750.75,550.00,0.00,550.00,Aug 12 2013 12:00AM
448,984,Aug 19 2013 12:00AM,550,940,62.99,34644.23,550.00,0.00,550.00,Aug 12 2013 12:00AM
448,985,Aug 19 2013 12:00AM,550,535,3.49,1917.30,550.00,0.00,550.00,Aug 12 2013 12:00AM
449,986,Aug 20 2013 12:00AM,550,351,6.20,3407.25,550.00,0.00,550.00,Aug 13 2013 12:00AM
449,987,Aug 20 2013 12:00AM,550,352,1.47,808.50,550.00,0.00,550.00,Aug 13 2013 12:00AM
449,988,Aug 20 2013 12:00AM,550,679,6.20,3407.25,550.00,0.00,550.00,Aug 13 2013 12:00AM
450,989,Aug 20 2013 12:00AM,550,507,22.17,12191.03,550.00,0.00,550.00,Aug 13 2013 12:00AM
450,990,Aug 20 2013 12:00AM,550,508,29.28,16106.48,550.00,55.00,495.00,Aug 13 2013 12:00AM
451,991,Aug 20 2013 12:00AM,3,491,19.98,59.94,3.00,0.00,3.00,Aug 13 2013 12:00AM
452,992,Aug 20 2013 12:00AM,3,346,41.24,123.73,3.00,0.00,3.00,Aug 13 2013 12:00AM
452,993,Aug 20 2013 12:00AM,3,347,36.97,110.91,3.00,0.00,3.00,Aug 13 2013 12:00AM
453,994,Aug 20 2013 12:00AM,550,935,31.49,17319.23,550.00,0.00,550.00,Aug 13 2013 12:00AM
453,995,Aug 20 2013 12:00AM,550,936,48.29,26559.23,550.00,0.00,550.00,Aug 13 2013 12:00AM
454,996,Aug 20 2013 12:00AM,3,375,43.34,130.03,3.00,0.00,3.00,Aug 13 2013 12:00AM
454,997,Aug 20 2013 12:00AM,3,376,39.07,117.21,3.00,0.00,3.00,Aug 13 2013 12:00AM
455,998,Aug 20 2013 12:00AM,550,480,11.67,6416.03,550.00,0.00,550.00,Aug 13 2013 12:00AM
455,999,Aug 20 2013 12:00AM,550,481,11.09,6098.40,523.00,0.00,523.00,Aug 13 2013 12:00AM
455,1000,Aug 20 2013 12:00AM,550,482,8.76,4816.35,550.00,0.00,550.00,Aug 13 2013 12:00AM
455,1001,Aug 20 2013 12:00AM,550,483,9.69,5330.33,550.00,0.00,550.00,Aug 13 2013 12:00AM
455,1002,Aug 20 2013 12:00AM,550,484,6.88,3782.63,550.00,0.00,550.00,Aug 13 2013 12:00AM
455,1003,Aug 20 2013 12:00AM,550,485,7.80,4290.83,550.00,0.00,550.00,Aug 13 2013 12:00AM
455,1004,Aug 20 2013 12:00AM,550,486,8.76,4816.35,550.00,0.00,550.00,Aug 13 2013 12:00AM
455,1005,Aug 20 2013 12:00AM,550,487,5.81,3193.58,550.00,0.00,550.00,Aug 13 2013 12:00AM
455,1006,Aug 20 2013 12:00AM,550,488,8.86,4874.10,550.00,0.00,550.00,Aug 13 2013 12:00AM
455,1007,Aug 20 2013 12:00AM,550,489,10.47,5757.68,550.00,0.00,550.00,Aug 13 2013 12:00AM
456,1008,Aug 20 2013 12:00AM,3,402,47.47,142.41,3.00,0.00,3.00,Aug 13 2013 12:00AM
457,1009,Aug 20 2013 12:00AM,550,510,23.08,12693.45,550.00,0.00,550.00,Aug 13 2013 12:00AM
457,1010,Aug 20 2013 12:00AM,550,511,29.27,16100.70,550.00,0.00,550.00,Aug 13 2013 12:00AM
457,1011,Aug 20 2013 12:00AM,550,512,34.98,19236.53,550.00,0.00,550.00,Aug 13 2013 12:00AM
458,1012,Aug 20 2013 12:00AM,3,408,43.27,129.81,3.00,0.00,3.00,Aug 13 2013 12:00AM
458,1013,Aug 20 2013 12:00AM,3,409,41.17,123.51,3.00,0.00,3.00,Aug 13 2013 12:00AM
458,1014,Aug 20 2013 12:00AM,550,914,21.09,11601.98,550.00,0.00,550.00,Aug 13 2013 12:00AM
458,1015,Aug 20 2013 12:00AM,550,915,30.44,16741.73,550.00,0.00,550.00,Aug 13 2013 12:00AM
458,1016,Aug 20 2013 12:00AM,550,916,40.94,22516.73,550.00,0.00,550.00,Aug 13 2013 12:00AM
459,1017,Aug 20 2013 12:00AM,550,525,2.32,1276.28,550.00,0.00,550.00,Aug 13 2013 12:00AM
460,1018,Aug 20 2013 12:00AM,550,526,3.64,2003.93,550.00,0.00,550.00,Aug 13 2013 12:00AM
461,1019,Aug 20 2013 12:00AM,550,913,40.94,22516.73,550.00,0.00,550.00,Aug 13 2013 12:00AM
462,1020,Aug 20 2013 12:00AM,60,356,3.60,216.09,60.00,9.00,51.00,Aug 13 2013 12:00AM
462,1021,Aug 20 2013 12:00AM,60,357,3.98,238.77,60.00,0.00,60.00,Aug 13 2013 12:00AM
463,1022,Aug 20 2013 12:00AM,550,935,31.49,17319.23,550.00,0.00,550.00,Aug 13 2013 12:00AM
463,1023,Aug 20 2013 12:00AM,550,936,48.29,26559.23,550.00,0.00,550.00,Aug 13 2013 12:00AM
464,1024,Aug 20 2013 12:00AM,550,524,12.97,7132.13,550.00,0.00,550.00,Aug 13 2013 12:00AM
465,1025,Aug 21 2013 12:00AM,550,911,21.09,11601.98,550.00,0.00,550.00,Aug 14 2013 12:00AM
465,1026,Aug 21 2013 12:00AM,550,912,30.44,16741.73,523.00,0.00,523.00,Aug 14 2013 12:00AM
466,1027,Aug 21 2013 12:00AM,550,910,40.94,22516.73,468.00,0.00,468.00,Aug 14 2013 12:00AM
467,1028,Aug 21 2013 12:00AM,550,937,62.99,34644.23,550.00,0.00,550.00,Aug 14 2013 12:00AM
468,1029,Aug 21 2013 12:00AM,3,463,47.52,142.57,3.00,0.00,3.00,Aug 14 2013 12:00AM
468,1030,Aug 21 2013 12:00AM,3,464,45.42,136.27,3.00,0.00,3.00,Aug 14 2013 12:00AM
468,1031,Aug 21 2013 12:00AM,3,465,49.70,149.09,3.00,0.00,3.00,Aug 14 2013 12:00AM
468,1032,Aug 21 2013 12:00AM,3,466,45.42,136.27,3.00,0.00,3.00,Aug 14 2013 12:00AM
468,1033,Aug 21 2013 12:00AM,3,467,43.32,129.97,3.00,0.00,3.00,Aug 14 2013 12:00AM
469,1034,Aug 21 2013 12:00AM,3,462,47.68,143.04,3.00,0.00,3.00,Aug 14 2013 12:00AM
470,1035,Aug 21 2013 12:00AM,550,510,23.40,12872.48,550.00,0.00,550.00,Aug 14 2013 12:00AM
470,1036,Aug 21 2013 12:00AM,550,511,27.87,15326.85,550.00,55.00,495.00,Aug 14 2013 12:00AM
471,1037,Aug 21 2013 12:00AM,550,527,6.75,3713.33,550.00,0.00,550.00,Aug 14 2013 12:00AM
472,1038,Aug 21 2013 12:00AM,550,938,31.49,17319.23,550.00,82.00,468.00,Aug 14 2013 12:00AM
472,1039,Aug 21 2013 12:00AM,550,939,48.29,26559.23,550.00,0.00,550.00,Aug 14 2013 12:00AM
473,1040,Aug 21 2013 12:00AM,60,494,50.75,3044.79,60.00,0.00,60.00,Aug 14 2013 12:00AM
473,1041,Aug 21 2013 12:00AM,60,495,62.93,3775.59,60.00,0.00,60.00,Aug 14 2013 12:00AM
473,1042,Aug 21 2013 12:00AM,60,496,49.65,2979.27,60.00,0.00,60.00,Aug 14 2013 12:00AM
474,1043,Aug 21 2013 12:00AM,550,523,10.38,5711.48,550.00,0.00,550.00,Aug 14 2013 12:00AM
475,1044,Aug 21 2013 12:00AM,3,426,43.48,130.44,3.00,0.00,3.00,Aug 14 2013 12:00AM
475,1045,Aug 21 2013 12:00AM,3,427,47.75,143.26,3.00,0.00,3.00,Aug 14 2013 12:00AM
475,1046,Aug 21 2013 12:00AM,3,428,43.48,130.44,3.00,0.00,3.00,Aug 14 2013 12:00AM
475,1047,Aug 21 2013 12:00AM,3,429,41.38,124.14,3.00,0.00,3.00,Aug 14 2013 12:00AM
475,1048,Aug 21 2013 12:00AM,3,430,45.65,136.96,3.00,0.00,3.00,Aug 14 2013 12:00AM
475,1049,Aug 21 2013 12:00AM,3,431,41.38,124.14,3.00,0.00,3.00,Aug 14 2013 12:00AM
475,1050,Aug 21 2013 12:00AM,3,432,39.28,117.84,3.00,0.00,3.00,Aug 14 2013 12:00AM
475,1051,Aug 21 2013 12:00AM,3,433,43.55,130.66,3.00,0.00,3.00,Aug 14 2013 12:00AM
475,1052,Aug 21 2013 12:00AM,3,434,39.28,117.84,3.00,0.00,3.00,Aug 14 2013 12:00AM
475,1053,Aug 21 2013 12:00AM,3,435,37.18,111.54,3.00,0.00,3.00,Aug 14 2013 12:00AM
475,1054,Aug 21 2013 12:00AM,3,436,41.45,124.36,3.00,0.00,3.00,Aug 14 2013 12:00AM
475,1055,Aug 21 2013 12:00AM,3,437,37.18,111.54,3.00,0.00,3.00,Aug 14 2013 12:00AM
476,1056,Aug 21 2013 12:00AM,3,490,12.72,38.15,3.00,0.00,3.00,Aug 14 2013 12:00AM
476,1057,Aug 21 2013 12:00AM,3,491,19.94,59.82,3.00,0.00,3.00,Aug 14 2013 12:00AM
477,1058,Aug 21 2013 12:00AM,3,528,38.16,114.47,3.00,0.00,3.00,Aug 14 2013 12:00AM
478,1059,Aug 21 2013 12:00AM,3,505,44.22,132.65,3.00,0.00,3.00,Aug 14 2013 12:00AM
479,1060,Aug 21 2013 12:00AM,550,938,31.49,17319.23,550.00,0.00,550.00,Aug 14 2013 12:00AM
479,1061,Aug 21 2013 12:00AM,550,939,48.29,26559.23,550.00,0.00,550.00,Aug 14 2013 12:00AM
480,1062,Aug 21 2013 12:00AM,60,358,6.98,418.95,60.00,0.00,60.00,Aug 14 2013 12:00AM
481,1063,Aug 22 2013 12:00AM,3,438,47.68,143.04,3.00,0.00,3.00,Aug 15 2013 12:00AM
481,1064,Aug 22 2013 12:00AM,3,439,45.58,136.74,3.00,0.00,3.00,Aug 15 2013 12:00AM
481,1065,Aug 22 2013 12:00AM,3,440,49.85,149.56,3.00,0.00,3.00,Aug 15 2013 12:00AM
481,1066,Aug 22 2013 12:00AM,3,441,45.58,136.74,3.00,0.00,3.00,Aug 15 2013 12:00AM
482,1067,Aug 22 2013 12:00AM,60,356,3.38,202.86,60.00,9.00,51.00,Aug 15 2013 12:00AM
482,1068,Aug 22 2013 12:00AM,60,357,4.32,258.93,60.00,0.00,60.00,Aug 15 2013 12:00AM
483,1069,Aug 22 2013 12:00AM,3,377,45.44,136.33,3.00,0.00,3.00,Aug 15 2013 12:00AM
483,1070,Aug 22 2013 12:00AM,3,378,41.17,123.51,3.00,0.00,3.00,Aug 15 2013 12:00AM
483,1071,Aug 22 2013 12:00AM,3,379,39.07,117.21,3.00,0.00,3.00,Aug 15 2013 12:00AM
484,1072,Aug 22 2013 12:00AM,3,490,12.36,37.08,3.00,0.00,3.00,Aug 15 2013 12:00AM
485,1073,Aug 22 2013 12:00AM,550,513,39.20,21558.08,550.00,0.00,550.00,Aug 15 2013 12:00AM
486,1074,Aug 22 2013 12:00AM,3,403,45.44,136.33,3.00,0.00,3.00,Aug 15 2013 12:00AM
