BillOfMaterialsID,ProductAssemblyID,ComponentID,StartDate,EndDate,UnitMeasureCode,BOMLevel,PerAssemblyQty,ModifiedDate
591,726,532,Mar 18 2010 12:00AM,,EA ,2,4.00,Mar  4 2010 12:00AM
970,726,533,May 26 2010 12:00AM,,EA ,2,1.00,May 12 2010 12:00AM
199,726,534,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
1421,726,802,Jun  9 2010 12:00AM,,EA ,2,1.00,May 26 2010 12:00AM
1422,727,324,Jun  9 2010 12:00AM,,EA ,2,2.00,May 26 2010 12:00AM
1865,727,325,Jun 19 2010 12:00AM,,EA ,2,2.00,Jun  5 2010 12:00AM
3437,727,326,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
2525,727,327,Aug  5 2010 12:00AM,,EA ,2,1.00,Jul 22 2010 12:00AM
3174,727,399,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
592,727,493,Mar 18 2010 12:00AM,,OZ ,2,8.00,Mar  4 2010 12:00AM
593,727,532,Mar 18 2010 12:00AM,,EA ,2,4.00,Mar  4 2010 12:00AM
1152,727,533,May 26 2010 12:00AM,Jul 25 2010 12:00AM,EA ,1,2.00,Jul 25 2010 12:00AM
971,727,533,Jul 26 2010 12:00AM,,EA ,2,1.00,Jul 12 2010 12:00AM
200,727,534,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
1423,727,802,Jun  9 2010 12:00AM,,EA ,2,1.00,May 26 2010 12:00AM
1603,728,324,Jun  9 2010 12:00AM,Aug  8 2010 12:00AM,EA ,1,3.00,Aug  8 2010 12:00AM
1424,728,324,Aug  9 2010 12:00AM,,EA ,2,2.00,Jul 26 2010 12:00AM
1866,728,325,Jun 19 2010 12:00AM,,EA ,2,2.00,Jun  5 2010 12:00AM
3438,728,326,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
2526,728,327,Aug  5 2010 12:00AM,,EA ,2,1.00,Jul 22 2010 12:00AM
3175,728,399,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
594,728,493,Mar 18 2010 12:00AM,,OZ ,2,8.00,Mar  4 2010 12:00AM
595,728,532,Mar 18 2010 12:00AM,,EA ,2,4.00,Mar  4 2010 12:00AM
972,728,533,May 26 2010 12:00AM,,EA ,2,1.00,May 12 2010 12:00AM
201,728,534,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
1425,728,802,Jun  9 2010 12:00AM,,EA ,2,1.00,May 26 2010 12:00AM
1426,729,324,Jun  9 2010 12:00AM,,EA ,2,2.00,May 26 2010 12:00AM
1867,729,325,Jun 19 2010 12:00AM,,EA ,2,2.00,Jun  5 2010 12:00AM
3439,729,326,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
2676,729,327,Aug  5 2010 12:00AM,Oct  4 2010 12:00AM,EA ,1,2.00,Oct  4 2010 12:00AM
2527,729,327,Oct  5 2010 12:00AM,,EA ,2,1.00,Sep 21 2010 12:00AM
3176,729,399,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
596,729,493,Mar 18 2010 12:00AM,,OZ ,2,8.00,Mar  4 2010 12:00AM
597,729,532,Mar 18 2010 12:00AM,,EA ,2,4.00,Mar  4 2010 12:00AM
973,729,533,May 26 2010 12:00AM,,EA ,2,1.00,May 12 2010 12:00AM
202,729,534,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
1427,729,802,Jun  9 2010 12:00AM,,EA ,2,1.00,May 26 2010 12:00AM
1428,730,324,Jun  9 2010 12:00AM,,EA ,2,2.00,May 26 2010 12:00AM
1868,730,325,Jun 19 2010 12:00AM,,EA ,2,2.00,Jun  5 2010 12:00AM
3440,730,326,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
2528,730,327,Aug  5 2010 12:00AM,,EA ,2,1.00,Jul 22 2010 12:00AM
3177,730,399,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
767,730,493,Mar 18 2010 12:00AM,May 17 2010 12:00AM,OZ ,1,9.00,May 17 2010 12:00AM
598,730,493,May 18 2010 12:00AM,,OZ ,2,8.00,May  4 2010 12:00AM
599,730,532,Mar 18 2010 12:00AM,,EA ,2,4.00,Mar  4 2010 12:00AM
974,730,533,May 26 2010 12:00AM,,EA ,2,1.00,May 12 2010 12:00AM
203,730,534,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
1429,730,802,Jun  9 2010 12:00AM,,EA ,2,1.00,May 26 2010 12:00AM
1430,731,324,Jun  9 2010 12:00AM,,EA ,2,2.00,May 26 2010 12:00AM
1869,731,325,Jun 19 2010 12:00AM,,EA ,2,2.00,Jun  5 2010 12:00AM
3441,731,326,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
2682,731,327,Aug  5 2010 12:00AM,Oct  4 2010 12:00AM,EA ,1,2.00,Oct  4 2010 12:00AM
2529,731,327,Oct  5 2010 12:00AM,,EA ,2,1.00,Sep 21 2010 12:00AM
3178,731,399,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
601,731,493,Mar 18 2010 12:00AM,,OZ ,2,8.00,Mar  4 2010 12:00AM
602,731,532,Mar 18 2010 12:00AM,,EA ,2,4.00,Mar  4 2010 12:00AM
975,731,533,May 26 2010 12:00AM,,EA ,2,1.00,May 12 2010 12:00AM
204,731,534,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
600,731,803,Mar 18 2010 12:00AM,,EA ,2,1.00,Mar  4 2010 12:00AM
1431,732,324,Jun  9 2010 12:00AM,,EA ,2,2.00,May 26 2010 12:00AM
1870,732,325,Jun 19 2010 12:00AM,,EA ,2,2.00,Jun  5 2010 12:00AM
3442,732,326,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
2530,732,327,Aug  5 2010 12:00AM,,EA ,2,1.00,Jul 22 2010 12:00AM
3179,732,399,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
768,732,493,Mar 18 2010 12:00AM,May 17 2010 12:00AM,OZ ,1,9.00,May 17 2010 12:00AM
604,732,493,May 18 2010 12:00AM,,OZ ,2,8.00,May  4 2010 12:00AM
605,732,532,Mar 18 2010 12:00AM,,EA ,2,4.00,Mar  4 2010 12:00AM
976,732,533,May 26 2010 12:00AM,,EA ,2,1.00,May 12 2010 12:00AM
205,732,534,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
603,732,803,Mar 18 2010 12:00AM,,EA ,2,1.00,Mar  4 2010 12:00AM
1432,733,324,Jun  9 2010 12:00AM,,EA ,2,2.00,May 26 2010 12:00AM
1871,733,325,Jun 19 2010 12:00AM,,EA ,2,2.00,Jun  5 2010 12:00AM
3443,733,326,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
2531,733,327,Aug  5 2010 12:00AM,,EA ,2,1.00,Jul 22 2010 12:00AM
3180,733,399,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
607,733,493,Mar 18 2010 12:00AM,,OZ ,2,8.00,Mar  4 2010 12:00AM
608,733,532,Mar 18 2010 12:00AM,,EA ,2,4.00,Mar  4 2010 12:00AM
1160,733,533,May 26 2010 12:00AM,Jul 25 2010 12:00AM,EA ,1,2.00,Jul 25 2010 12:00AM
977,733,533,Jul 26 2010 12:00AM,,EA ,2,1.00,Jul 12 2010 12:00AM
206,733,534,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
606,733,803,Mar 18 2010 12:00AM,,EA ,2,1.00,Mar  4 2010 12:00AM
1611,734,324,Jun  9 2010 12:00AM,Aug  8 2010 12:00AM,EA ,1,3.00,Aug  8 2010 12:00AM
1433,734,324,Aug  9 2010 12:00AM,,EA ,2,2.00,Jul 26 2010 12:00AM
1872,734,325,Jun 19 2010 12:00AM,,EA ,2,2.00,Jun  5 2010 12:00AM
3444,734,326,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
2532,734,327,Aug  5 2010 12:00AM,,EA ,2,1.00,Jul 22 2010 12:00AM
3181,734,399,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
610,734,493,Mar 18 2010 12:00AM,,OZ ,2,8.00,Mar  4 2010 12:00AM
611,734,532,Mar 18 2010 12:00AM,,EA ,2,4.00,Mar  4 2010 12:00AM
978,734,533,May 26 2010 12:00AM,,EA ,2,1.00,May 12 2010 12:00AM
207,734,534,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
609,734,803,Mar 18 2010 12:00AM,,EA ,2,1.00,Mar  4 2010 12:00AM
1434,735,324,Jun  9 2010 12:00AM,,EA ,2,2.00,May 26 2010 12:00AM
1873,735,325,Jun 19 2010 12:00AM,,EA ,2,2.00,Jun  5 2010 12:00AM
3445,735,326,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
2683,735,327,Aug  5 2010 12:00AM,Oct  4 2010 12:00AM,EA ,1,2.00,Oct  4 2010 12:00AM
2533,735,327,Oct  5 2010 12:00AM,,EA ,2,1.00,Sep 21 2010 12:00AM
3182,735,399,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
613,735,493,Mar 18 2010 12:00AM,,OZ ,2,8.00,Mar  4 2010 12:00AM
614,735,532,Mar 18 2010 12:00AM,,EA ,2,4.00,Mar  4 2010 12:00AM
979,735,533,May 26 2010 12:00AM,,EA ,2,1.00,May 12 2010 12:00AM
208,735,534,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
612,735,803,Mar 18 2010 12:00AM,,EA ,2,1.00,Mar  4 2010 12:00AM
1400,736,324,Jun  9 2010 12:00AM,,EA ,2,2.00,May 26 2010 12:00AM
1857,736,325,Jun 19 2010 12:00AM,,EA ,2,2.00,Jun  5 2010 12:00AM
3429,736,326,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
2517,736,327,Aug  5 2010 12:00AM,,EA ,2,1.00,Jul 22 2010 12:00AM
3166,736,399,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
1402,736,492,Jun  9 2010 12:00AM,,OZ ,2,8.00,May 26 2010 12:00AM
582,736,532,Mar 18 2010 12:00AM,,EA ,2,4.00,Mar  4 2010 12:00AM
963,736,533,May 26 2010 12:00AM,,EA ,2,1.00,May 12 2010 12:00AM
192,736,534,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
1401,736,802,Jun  9 2010 12:00AM,,EA ,2,1.00,May 26 2010 12:00AM
1600,737,324,Jun  9 2010 12:00AM,Aug  8 2010 12:00AM,EA ,1,3.00,Aug  8 2010 12:00AM
1403,737,324,Aug  9 2010 12:00AM,,EA ,2,2.00,Jul 26 2010 12:00AM
1858,737,325,Jun 19 2010 12:00AM,,EA ,2,2.00,Jun  5 2010 12:00AM
3430,737,326,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
2518,737,327,Aug  5 2010 12:00AM,,EA ,2,1.00,Jul 22 2010 12:00AM
3167,737,399,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
1405,737,492,Jun  9 2010 12:00AM,,OZ ,2,8.00,May 26 2010 12:00AM
583,737,532,Mar 18 2010 12:00AM,,EA ,2,4.00,Mar  4 2010 12:00AM
964,737,533,May 26 2010 12:00AM,,EA ,2,1.00,May 12 2010 12:00AM
193,737,534,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
1404,737,802,Jun  9 2010 12:00AM,,EA ,2,1.00,May 26 2010 12:00AM
1406,738,324,Jun  9 2010 12:00AM,,EA ,2,2.00,May 26 2010 12:00AM
1859,738,325,Jun 19 2010 12:00AM,,EA ,2,2.00,Jun  5 2010 12:00AM
3431,738,326,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
2674,738,327,Aug  5 2010 12:00AM,Oct  4 2010 12:00AM,EA ,1,2.00,Oct  4 2010 12:00AM
2519,738,327,Oct  5 2010 12:00AM,,EA ,2,1.00,Sep 21 2010 12:00AM
3168,738,399,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
1408,738,492,Jun  9 2010 12:00AM,,OZ ,2,8.00,May 26 2010 12:00AM
584,738,532,Mar 18 2010 12:00AM,,EA ,2,4.00,Mar  4 2010 12:00AM
965,738,533,May 26 2010 12:00AM,,EA ,2,1.00,May 12 2010 12:00AM
194,738,534,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
1407,738,802,Jun  9 2010 12:00AM,,EA ,2,1.00,May 26 2010 12:00AM
1396,739,324,Jun  9 2010 12:00AM,,EA ,2,2.00,May 26 2010 12:00AM
1853,739,325,Jun 19 2010 12:00AM,,EA ,2,2.00,Jun  5 2010 12:00AM
3425,739,326,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
2513,739,327,Aug  5 2010 12:00AM,,EA ,2,1.00,Jul 22 2010 12:00AM
3162,739,399,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
181,739,494,Mar  4 2010 12:00AM,,OZ ,2,8.00,Feb 18 2010 12:00AM
578,739,532,Mar 18 2010 12:00AM,,EA ,2,4.00,Mar  4 2010 12:00AM
1145,739,533,May 26 2010 12:00AM,Jul 25 2010 12:00AM,EA ,1,2.00,Jul 25 2010 12:00AM
959,739,533,Jul 26 2010 12:00AM,,EA ,2,1.00,Jul 12 2010 12:00AM
182,739,534,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
180,739,804,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
1397,740,324,Jun  9 2010 12:00AM,,EA ,2,2.00,May 26 2010 12:00AM
1854,740,325,Jun 19 2010 12:00AM,,EA ,2,2.00,Jun  5 2010 12:00AM
3426,740,326,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
2514,740,327,Aug  5 2010 12:00AM,,EA ,2,1.00,Jul 22 2010 12:00AM
3163,740,399,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
184,740,494,Mar  4 2010 12:00AM,,OZ ,2,8.00,Feb 18 2010 12:00AM
579,740,532,Mar 18 2010 12:00AM,,EA ,2,4.00,Mar  4 2010 12:00AM
960,740,533,May 26 2010 12:00AM,,EA ,2,1.00,May 12 2010 12:00AM
185,740,534,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
183,740,804,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
1596,741,324,Jun  9 2010 12:00AM,Aug  8 2010 12:00AM,EA ,1,3.00,Aug  8 2010 12:00AM
1398,741,324,Aug  9 2010 12:00AM,,EA ,2,2.00,Jul 26 2010 12:00AM
1855,741,325,Jun 19 2010 12:00AM,,EA ,2,2.00,Jun  5 2010 12:00AM
3427,741,326,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
2515,741,327,Aug  5 2010 12:00AM,,EA ,2,1.00,Jul 22 2010 12:00AM
3164,741,399,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
187,741,494,Mar  4 2010 12:00AM,,OZ ,2,8.00,Feb 18 2010 12:00AM
580,741,532,Mar 18 2010 12:00AM,,EA ,2,4.00,Mar  4 2010 12:00AM
961,741,533,May 26 2010 12:00AM,,EA ,2,1.00,May 12 2010 12:00AM
188,741,534,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
186,741,804,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
1399,742,324,Jun  9 2010 12:00AM,,EA ,2,2.00,May 26 2010 12:00AM
1856,742,325,Jun 19 2010 12:00AM,,EA ,2,2.00,Jun  5 2010 12:00AM
3428,742,326,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
2670,742,327,Aug  5 2010 12:00AM,Oct  4 2010 12:00AM,EA ,1,2.00,Oct  4 2010 12:00AM
2516,742,327,Oct  5 2010 12:00AM,,EA ,2,1.00,Sep 21 2010 12:00AM
3165,742,399,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
190,742,494,Mar  4 2010 12:00AM,,OZ ,2,8.00,Feb 18 2010 12:00AM
581,742,532,Mar 18 2010 12:00AM,,EA ,2,4.00,Mar  4 2010 12:00AM
962,742,533,May 26 2010 12:00AM,,EA ,2,1.00,May 12 2010 12:00AM
191,742,534,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
189,742,804,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
1388,743,324,Jun  9 2010 12:00AM,,EA ,2,2.00,May 26 2010 12:00AM
1849,743,325,Jun 19 2010 12:00AM,,EA ,2,2.00,Jun  5 2010 12:00AM
3421,743,326,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
2509,743,327,Aug  5 2010 12:00AM,,EA ,2,1.00,Jul 22 2010 12:00AM
3158,743,399,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
1389,743,492,Jun  9 2010 12:00AM,,OZ ,2,8.00,May 26 2010 12:00AM
574,743,532,Mar 18 2010 12:00AM,,EA ,2,4.00,Mar  4 2010 12:00AM
955,743,533,May 26 2010 12:00AM,,EA ,2,1.00,May 12 2010 12:00AM
173,743,534,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
172,743,804,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
1592,744,324,Jun  9 2010 12:00AM,Aug  8 2010 12:00AM,EA ,1,3.00,Aug  8 2010 12:00AM
1390,744,324,Aug  9 2010 12:00AM,,EA ,2,2.00,Jul 26 2010 12:00AM
1850,744,325,Jun 19 2010 12:00AM,,EA ,2,2.00,Jun  5 2010 12:00AM
3422,744,326,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
2510,744,327,Aug  5 2010 12:00AM,,EA ,2,1.00,Jul 22 2010 12:00AM
3159,744,399,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
1391,744,492,Jun  9 2010 12:00AM,,OZ ,2,8.00,May 26 2010 12:00AM
575,744,532,Mar 18 2010 12:00AM,,EA ,2,4.00,Mar  4 2010 12:00AM
956,744,533,May 26 2010 12:00AM,,EA ,2,1.00,May 12 2010 12:00AM
175,744,534,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
174,744,804,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
1392,745,324,Jun  9 2010 12:00AM,,EA ,2,2.00,May 26 2010 12:00AM
1851,745,325,Jun 19 2010 12:00AM,,EA ,2,2.00,Jun  5 2010 12:00AM
3423,745,326,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
2667,745,327,Aug  5 2010 12:00AM,Oct  4 2010 12:00AM,EA ,1,2.00,Oct  4 2010 12:00AM
2511,745,327,Oct  5 2010 12:00AM,,EA ,2,1.00,Sep 21 2010 12:00AM
3160,745,399,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
1393,745,492,Jun  9 2010 12:00AM,,OZ ,2,8.00,May 26 2010 12:00AM
576,745,532,Mar 18 2010 12:00AM,,EA ,2,4.00,Mar  4 2010 12:00AM
957,745,533,May 26 2010 12:00AM,,EA ,2,1.00,May 12 2010 12:00AM
177,745,534,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
176,745,804,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
1394,746,324,Jun  9 2010 12:00AM,,EA ,2,2.00,May 26 2010 12:00AM
1852,746,325,Jun 19 2010 12:00AM,,EA ,2,2.00,Jun  5 2010 12:00AM
3424,746,326,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
2512,746,327,Aug  5 2010 12:00AM,,EA ,2,1.00,Jul 22 2010 12:00AM
3161,746,399,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
1593,746,492,Jun  9 2010 12:00AM,Aug  8 2010 12:00AM,OZ ,1,9.00,Aug  8 2010 12:00AM
1395,746,492,Aug  9 2010 12:00AM,,OZ ,2,8.00,Jul 26 2010 12:00AM
577,746,532,Mar 18 2010 12:00AM,,EA ,2,4.00,Mar  4 2010 12:00AM
958,746,533,May 26 2010 12:00AM,,EA ,2,1.00,May 12 2010 12:00AM
179,746,534,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
178,746,804,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
2305,747,324,Aug  5 2010 12:00AM,,EA ,2,2.00,Jul 22 2010 12:00AM
2720,747,325,Sep 15 2010 12:00AM,,EA ,2,2.00,Sep  1 2010 12:00AM
2307,747,326,Aug  5 2010 12:00AM,,EA ,2,1.00,Jul 22 2010 12:00AM
1202,747,327,Jun  9 2010 12:00AM,,EA ,2,1.00,May 26 2010 12:00AM
3236,747,399,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
3011,747,492,Dec 15 2010 12:00AM,,OZ ,2,8.00,Dec  1 2010 12:00AM
2653,747,532,Aug  5 2010 12:00AM,Oct  4 2010 12:00AM,EA ,1,5.00,Oct  4 2010 12:00AM
2493,747,532,Oct  5 2010 12:00AM,,EA ,2,4.00,Sep 21 2010 12:00AM
1364,747,533,Jun  9 2010 12:00AM,,EA ,2,1.00,May 26 2010 12:00AM
1838,747,534,Jun 19 2010 12:00AM,,EA ,2,1.00,Jun  5 2010 12:00AM
18,747,804,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
368,748,324,Mar 18 2010 12:00AM,,EA ,2,2.00,Mar  4 2010 12:00AM
1200,748,325,Jun  9 2010 12:00AM,,EA ,2,2.00,May 26 2010 12:00AM
371,748,326,Mar 18 2010 12:00AM,,EA ,2,1.00,Mar  4 2010 12:00AM
262,748,327,Mar  4 2010 12:00AM,May  3 2010 12:00AM,EA ,1,2.00,May  3 2010 12:00AM
11,748,327,May  4 2010 12:00AM,,EA ,2,1.00,Apr 20 2010 12:00AM
2323,748,399,Aug  5 2010 12:00AM,,EA ,2,1.00,Jul 22 2010 12:00AM
2203,748,494,Jul  8 2010 12:00AM,Sep  6 2010 12:00AM,OZ ,1,9.00,Sep  6 2010 12:00AM
2020,748,494,Sep  7 2010 12:00AM,,OZ ,2,8.00,Aug 24 2010 12:00AM
550,748,532,Mar 18 2010 12:00AM,,EA ,2,4.00,Mar  4 2010 12:00AM
148,748,533,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
3409,748,534,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
2012,748,804,Jul  8 2010 12:00AM,,EA ,2,1.00,Jun 24 2010 12:00AM
2989,749,519,Sep 15 2010 12:00AM,Nov 14 2010 12:00AM,EA ,1,2.00,Nov 14 2010 12:00AM
2857,749,519,Nov 15 2010 12:00AM,,EA ,1,1.00,Nov  1 2010 12:00AM
1793,749,717,Jun 19 2010 12:00AM,,EA ,1,1.00,Jun  5 2010 12:00AM
3108,749,807,Dec 15 2010 12:00AM,,EA ,1,1.00,Dec  1 2010 12:00AM
3363,749,813,Dec 23 2010 12:00AM,,EA ,1,1.00,Dec  9 2010 12:00AM
511,749,820,Mar 18 2010 12:00AM,,EA ,1,1.00,Mar  4 2010 12:00AM
752,749,828,Mar 18 2010 12:00AM,May 17 2010 12:00AM,EA ,1,2.00,May 17 2010 12:00AM
531,749,828,May 18 2010 12:00AM,,EA ,1,1.00,May  4 2010 12:00AM
2464,749,894,Aug  5 2010 12:00AM,,EA ,1,1.00,Jul 22 2010 12:00AM
3110,749,907,Dec 15 2010 12:00AM,,EA ,1,1.00,Dec  1 2010 12:00AM
3364,749,940,Dec 23 2010 12:00AM,,EA ,1,1.00,Dec  9 2010 12:00AM
1319,749,945,Jun  9 2010 12:00AM,,EA ,1,1.00,May 26 2010 12:00AM
111,749,948,Mar  4 2010 12:00AM,,EA ,1,1.00,Feb 18 2010 12:00AM
1317,749,951,Jun  9 2010 12:00AM,,EA ,1,1.00,May 26 2010 12:00AM
2823,749,952,Sep 15 2010 12:00AM,,EA ,1,1.00,Sep  1 2010 12:00AM
1316,749,996,Jun  9 2010 12:00AM,,EA ,1,1.00,May 26 2010 12:00AM
2980,750,519,Sep 15 2010 12:00AM,Nov 14 2010 12:00AM,EA ,1,2.00,Nov 14 2010 12:00AM
2852,750,519,Nov 15 2010 12:00AM,,EA ,1,1.00,Nov  1 2010 12:00AM
2036,750,718,Jul  8 2010 12:00AM,,EA ,1,1.00,Jun 24 2010 12:00AM
411,750,807,Mar 18 2010 12:00AM,,EA ,1,1.00,Mar  4 2010 12:00AM
44,750,813,Mar  4 2010 12:00AM,,EA ,1,1.00,Feb 18 2010 12:00AM
3025,750,820,Dec 15 2010 12:00AM,,EA ,1,1.00,Dec  1 2010 12:00AM
746,750,828,Mar 18 2010 12:00AM,May 17 2010 12:00AM,EA ,1,2.00,May 17 2010 12:00AM
526,750,828,May 18 2010 12:00AM,,EA ,1,1.00,May  4 2010 12:00AM
2456,750,894,Aug  5 2010 12:00AM,,EA ,1,1.00,Jul 22 2010 12:00AM
416,750,907,Mar 18 2010 12:00AM,,EA ,1,1.00,Mar  4 2010 12:00AM
46,750,940,Mar  4 2010 12:00AM,,EA ,1,1.00,Feb 18 2010 12:00AM
1674,750,945,Jun 19 2010 12:00AM,,EA ,1,1.00,Jun  5 2010 12:00AM
3256,750,948,Dec 23 2010 12:00AM,,EA ,1,1.00,Dec  9 2010 12:00AM
1671,750,951,Jun 19 2010 12:00AM,,EA ,1,1.00,Jun  5 2010 12:00AM
1037,750,952,May 26 2010 12:00AM,Jul 25 2010 12:00AM,EA ,1,2.00,Jul 25 2010 12:00AM
811,750,952,Jul 26 2010 12:00AM,,EA ,1,1.00,Jul 12 2010 12:00AM
1667,750,996,Jun 19 2010 12:00AM,,EA ,1,1.00,Jun  5 2010 12:00AM
1116,751,519,May 26 2010 12:00AM,Jul 25 2010 12:00AM,EA ,1,2.00,Jul 25 2010 12:00AM
928,751,519,Jul 26 2010 12:00AM,,EA ,1,1.00,Jul 12 2010 12:00AM
1710,751,719,Jun 19 2010 12:00AM,,EA ,1,1.00,Jun  5 2010 12:00AM
441,751,807,Mar 18 2010 12:00AM,,EA ,1,1.00,Mar  4 2010 12:00AM
64,751,813,Mar  4 2010 12:00AM,,EA ,1,1.00,Feb 18 2010 12:00AM
3047,751,820,Dec 15 2010 12:00AM,,EA ,1,1.00,Dec  1 2010 12:00AM
3124,751,828,Dec 15 2010 12:00AM,,EA ,1,1.00,Dec  1 2010 12:00AM
2125,751,894,Jul  8 2010 12:00AM,,EA ,1,1.00,Jun 24 2010 12:00AM
447,751,907,Mar 18 2010 12:00AM,,EA ,1,1.00,Mar  4 2010 12:00AM
68,751,940,Mar  4 2010 12:00AM,,EA ,1,1.00,Feb 18 2010 12:00AM
1707,751,945,Jun 19 2010 12:00AM,,EA ,1,1.00,Jun  5 2010 12:00AM
